gene_id,nonsporulator.host,sporulator.host,spor_gene,M,N,K,p.val,adj.p,sig,n_spor_gene,spor_description,print.lab,lab
K02813,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02814,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02815,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02819,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02899,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K02935,11,6,other,4224,9383,17,0.25474796865876653,0.4784870155346536,FALSE,NA,NA,FALSE,
K03179,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K03181,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K03385,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K03786,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K04070,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K05832,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K07404,6,3,other,4224,9383,9,0.29448700594235994,0.4784870155346536,FALSE,NA,NA,FALSE,
K08289,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K09691,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11073,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11075,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11076,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11959,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11960,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11961,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11962,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K11963,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K12532,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K13378,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K13829,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K14267,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K15552,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K15553,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K16092,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K16924,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K16925,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K16960,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K19226,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K19227,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K22226,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
M28F,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
M50A,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
S37,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
S45,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
T02,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
T08,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01810,16,8,other,4224,9383,24,0.31404423394973563,0.4807980399163457,FALSE,NA,NA,FALSE,
K01695,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K01817,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K02012,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K02407,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K02902,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K02914,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K03778,3,1,other,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,NA,NA,FALSE,
K01992,36,17,other,4224,9383,53,0.37144697057403203,0.555650623739223,FALSE,NA,NA,FALSE,
C69,7,3,other,4224,9383,10,0.37838015424881244,0.5569073445787674,FALSE,NA,NA,FALSE,
K01814,7,3,other,4224,9383,10,0.37838015424881244,0.5569073445787674,FALSE,NA,NA,FALSE,
K01940,5,2,other,4224,9383,7,0.3766854388312759,0.5569073445787674,FALSE,NA,NA,FALSE,
K02015,11,5,other,4224,9383,16,0.3749519295616163,0.5569073445787674,FALSE,NA,NA,FALSE,
K02500,7,3,other,4224,9383,10,0.37838015424881244,0.5569073445787674,FALSE,NA,NA,FALSE,
K05833,5,2,other,4224,9383,7,0.3766854388312759,0.5569073445787674,FALSE,NA,NA,FALSE,
M19,7,3,other,4224,9383,10,0.37838015424881244,0.5569073445787674,FALSE,NA,NA,FALSE,
M26,30,14,other,4224,9383,44,0.38471527553631246,0.5653211605147742,FALSE,NA,NA,FALSE,
K02967,22,10,other,4224,9383,32,0.4054512018653249,0.5948353106017769,FALSE,NA,NA,FALSE,
K00625,10,4,other,4224,9383,14,0.4499703642694991,0.6548931734750353,FALSE,NA,NA,FALSE,
K00297,8,3,other,4224,9383,11,0.46103137475644596,0.667801389108386,FALSE,NA,NA,FALSE,
A26,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
C96,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00008,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00030,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00101,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00108,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00254,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00341,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00342,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00343,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00412,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00568,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00764,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K00929,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K00943,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K01195,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K01652,28,12,other,4224,9383,40,0.48004301605084176,0.6819334739477093,FALSE,NA,NA,FALSE,
K01845,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K01885,24,10,other,4224,9383,34,0.4986062710420466,0.6819334739477093,FALSE,NA,NA,FALSE,
K01895,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K01905,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K01911,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02000,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02010,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02020,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02502,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K02567,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02786,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K02939,4,1,other,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,NA,NA,FALSE,
K02959,11,4,other,4224,9383,15,0.5201603941827317,0.6819334739477093,FALSE,NA,NA,FALSE,
K04517,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K04518,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K09969,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K10018,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K10020,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K10108,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K10109,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K10110,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K13788,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K14187,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K17077,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
K23059,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
M28D,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
M61,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
M82,2,0,other,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,NA,NA,FALSE,
U69,36,15,other,4224,9383,51,0.532437225925251,0.6912608302495447,FALSE,NA,NA,FALSE,
K01735,9,3,other,4224,9383,12,0.5394029204157882,0.6983204947025927,FALSE,NA,NA,FALSE,
K00052,16,6,other,4224,9383,22,0.5485949962427275,0.7072155522790591,FALSE,NA,NA,FALSE,
K00925,16,6,other,4224,9383,22,0.5485949962427275,0.7072155522790591,FALSE,NA,NA,FALSE,
S51,7,2,other,4224,9383,9,0.5647497471579821,0.7249736922786456,FALSE,NA,NA,FALSE,
K00602,12,4,other,4224,9383,16,0.5861642417377843,0.748259939871976,FALSE,NA,NA,FALSE,
K02016,12,4,other,4224,9383,16,0.5861642417377843,0.748259939871976,FALSE,NA,NA,FALSE,
M24B,12,4,other,4224,9383,16,0.5861642417377843,0.748259939871976,FALSE,NA,NA,FALSE,
K08678,5,1,other,4224,9383,6,0.6021174446058548,0.7643546449579879,FALSE,NA,NA,FALSE,
K02110,8,2,other,4224,9383,10,0.6446224298333408,0.812668828782998,FALSE,NA,NA,FALSE,
K02114,8,2,other,4224,9383,10,0.6446224298333408,0.812668828782998,FALSE,NA,NA,FALSE,
K04516,8,2,other,4224,9383,10,0.6446224298333408,0.812668828782998,FALSE,NA,NA,FALSE,
K00226,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K00526,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K01251,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K02011,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K02190,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K02548,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K03340,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K03856,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K09011,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K11381,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K13990,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K23060,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
M32,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
M54,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
M96,3,0,other,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,NA,NA,FALSE,
K01704,14,4,other,4224,9383,18,0.7015721568660145,0.8549826018340496,FALSE,NA,NA,FALSE,
K02956,14,4,other,4224,9383,18,0.7015721568660145,0.8549826018340496,FALSE,NA,NA,FALSE,
K01588,9,2,other,4224,9383,11,0.7134690754871766,0.8660169123443286,FALSE,NA,NA,FALSE,
K02013,12,3,other,4224,9383,15,0.732749089909811,0.8882396129675959,FALSE,NA,NA,FALSE,
K00013,10,2,other,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,NA,NA,FALSE,
K00281,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K00800,7,1,other,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,NA,NA,FALSE,
K01006,23,7,other,4224,9383,30,0.7588455393988875,0.8988280192525084,FALSE,NA,NA,FALSE,
K01007,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K01079,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K01607,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K01698,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K01712,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K01923,10,2,other,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,NA,NA,FALSE,
K02108,10,2,other,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,NA,NA,FALSE,
K02109,10,2,other,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,NA,NA,FALSE,
K02113,10,2,other,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,NA,NA,FALSE,
K02437,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K02551,7,1,other,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,NA,NA,FALSE,
K02916,7,1,other,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,NA,NA,FALSE,
K05776,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K06001,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K09816,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K09882,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
K10010,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
M01,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
M75,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
M90,4,0,other,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,NA,NA,FALSE,
M95,7,1,other,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,NA,NA,FALSE,
S41A,26,8,other,4224,9383,34,0.7738761878237062,0.8988280192525084,FALSE,NA,NA,FALSE,
K02945,16,4,other,4224,9383,20,0.7924549898098059,0.9145250766239426,FALSE,NA,NA,FALSE,
K00053,22,6,other,4224,9383,28,0.8134522608391042,0.93639214912713,FALSE,NA,NA,FALSE,
K01653,22,6,other,4224,9383,28,0.8134522608391042,0.93639214912713,FALSE,NA,NA,FALSE,
K01945,8,1,other,4224,9383,9,0.8219995669162784,0.9391897138051843,FALSE,NA,NA,FALSE,
K02887,8,1,other,4224,9383,9,0.8219995669162784,0.9391897138051843,FALSE,NA,NA,FALSE,
S41B,8,1,other,4224,9383,9,0.8219995669162784,0.9391897138051843,FALSE,NA,NA,FALSE,
A32,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K00350,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K00351,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01089,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01745,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01818,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01902,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01903,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K02230,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K02361,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K09810,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K09817,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K11755,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
M28A,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
S13,5,0,other,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,NA,NA,FALSE,
K01681,85,30,other,4224,9383,115,0.8540746865070346,0.95430839054698,FALSE,NA,NA,FALSE,
K01703,18,4,other,4224,9383,22,0.8600723279872924,0.9586659850980309,FALSE,NA,NA,FALSE,
C25,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K00348,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K00349,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K01834,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K02231,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K02424,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K06861,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K07091,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K10036,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
M49,6,0,other,4224,9383,6,0.8925366452253242,0.9828656551035497,FALSE,NA,NA,FALSE,
K01886,10,1,other,4224,9383,11,0.9003160235647543,0.9878617593495623,FALSE,NA,NA,FALSE,
C10,29,0,other,4224,9383,29,0.9999794431246087,1,FALSE,NA,NA,FALSE,
I39,1077,3,other,4224,9383,1080,1,1,FALSE,NA,NA,FALSE,
K00024,42,7,other,4224,9383,49,0.9941081709710877,1,FALSE,NA,NA,FALSE,
K00036,24,3,other,4224,9383,27,0.9846898496716521,1,FALSE,NA,NA,FALSE,
K00172,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K00174,36,0,other,4224,9383,36,0.9999984871892639,1,FALSE,NA,NA,FALSE,
K00175,24,0,other,4224,9383,24,0.9998675863628201,1,FALSE,NA,NA,FALSE,
K00176,20,0,other,4224,9383,20,0.999412708842168,1,FALSE,NA,NA,FALSE,
K00239,40,5,other,4224,9383,45,0.9983766026613925,1,FALSE,NA,NA,FALSE,
K00240,30,5,other,4224,9383,35,0.9802111430874377,1,FALSE,NA,NA,FALSE,
K00241,40,0,other,4224,9383,40,0.9999996596393241,1,FALSE,NA,NA,FALSE,
K00244,16,0,other,4224,9383,16,0.9973965843701327,1,FALSE,NA,NA,FALSE,
K00346,10,0,other,4224,9383,10,0.9757257190108704,1,FALSE,NA,NA,FALSE,
K00347,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K00560,56,6,other,4224,9383,62,0.9999373222527503,1,FALSE,NA,NA,FALSE,
K00765,11,1,other,4224,9383,12,0.9260810028421772,1,FALSE,NA,NA,FALSE,
K00817,10,0,other,4224,9383,10,0.9757257190108704,1,FALSE,NA,NA,FALSE,
K00826,36,9,other,4224,9383,45,0.9292833253440702,1,FALSE,NA,NA,FALSE,
K00847,14,1,other,4224,9383,15,0.9706779473714973,1,FALSE,NA,NA,FALSE,
K00957,76,8,other,4224,9383,84,0.9999975345838861,1,FALSE,NA,NA,FALSE,
K01057,24,3,other,4224,9383,27,0.9846898496716521,1,FALSE,NA,NA,FALSE,
K01190,105,15,other,4224,9383,120,0.9999983193556792,1,FALSE,NA,NA,FALSE,
K01243,17,2,other,4224,9383,19,0.962208028991094,1,FALSE,NA,NA,FALSE,
K01494,11,0,other,4224,9383,11,0.9832666885554819,1,FALSE,NA,NA,FALSE,
K01676,56,0,other,4224,9383,56,0.999999999132556,1,FALSE,NA,NA,FALSE,
K01679,9,0,other,4224,9383,9,0.9647875322284846,1,FALSE,NA,NA,FALSE,
K01682,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K01687,14,2,other,4224,9383,16,0.9151210893100297,1,FALSE,NA,NA,FALSE,
K01689,39,6,other,4224,9383,45,0.9947206344987275,1,FALSE,NA,NA,FALSE,
K01719,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K01756,40,10,other,4224,9383,50,0.9419396121214848,1,FALSE,NA,NA,FALSE,
K01785,42,4,other,4224,9383,46,0.9996931959425153,1,FALSE,NA,NA,FALSE,
K01807,15,0,other,4224,9383,15,0.9962227129332668,1,FALSE,NA,NA,FALSE,
K01808,48,12,other,4224,9383,60,0.9604869977516634,1,FALSE,NA,NA,FALSE,
K01809,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K01847,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K01955,29,5,other,4224,9383,34,0.975039039604058,1,FALSE,NA,NA,FALSE,
K01960,30,0,other,4224,9383,30,0.9999858381932236,1,FALSE,NA,NA,FALSE,
K02065,18,0,other,4224,9383,18,0.9987634054949701,1,FALSE,NA,NA,FALSE,
K02066,18,0,other,4224,9383,18,0.9987634054949701,1,FALSE,NA,NA,FALSE,
K02067,9,0,other,4224,9383,9,0.9647875322284846,1,FALSE,NA,NA,FALSE,
K02111,12,1,other,4224,9383,13,0.9454593960295619,1,FALSE,NA,NA,FALSE,
K02115,11,1,other,4224,9383,12,0.9260810028421772,1,FALSE,NA,NA,FALSE,
K02777,7,0,other,4224,9383,7,0.9259110449435972,1,FALSE,NA,NA,FALSE,
K04041,42,3,other,4224,9383,45,0.9999190839304188,1,FALSE,NA,NA,FALSE,
K07173,17,2,other,4224,9383,19,0.962208028991094,1,FALSE,NA,NA,FALSE,
K09808,14,0,other,4224,9383,14,0.994519728562482,1,FALSE,NA,NA,FALSE,
K09815,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K10009,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K10111,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
K11720,7,0,other,4224,9383,7,0.9259110449435972,1,FALSE,NA,NA,FALSE,
K12340,20,0,other,4224,9383,20,0.999412708842168,1,FALSE,NA,NA,FALSE,
K12524,10,0,other,4224,9383,10,0.9757257190108704,1,FALSE,NA,NA,FALSE,
K15634,9,0,other,4224,9383,9,0.9647875322284846,1,FALSE,NA,NA,FALSE,
K15635,9,0,other,4224,9383,9,0.9647875322284846,1,FALSE,NA,NA,FALSE,
M06,34,0,other,4224,9383,34,0.9999968112502724,1,FALSE,NA,NA,FALSE,
M64,8,0,other,4224,9383,8,0.9489222027493506,1,FALSE,NA,NA,FALSE,
M93,14,0,other,4224,9383,14,0.994519728562482,1,FALSE,NA,NA,FALSE,
M97,14,0,other,4224,9383,14,0.994519728562482,1,FALSE,NA,NA,FALSE,
S46,9,0,other,4224,9383,9,0.9647875322284846,1,FALSE,NA,NA,FALSE,
