gene_id.ko,gene_id.uniref90,gene_description,module,sheet,header,subheader,potential_amg,strain
NA,O34367,ytbD;MFS transporter,NA,MISC,Coping with stress,Resistance against toxins/ antibiotics/ based on similarity,TRUE,bs
NA,C0SP79,ytaF;hypothetical protein,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
K07636,P23545,phoR;alkaline phosphatase synthesis sensor protein PhoR,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K07658,P13792,phoP;alkaline phosphatase synthesis transcriptional regulatory protein PhoP,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34811,ytwI;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34991,ytvI;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,C0H3P8,ytrH;sporulation membrane protein YtrH,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34460,ytrI;sporulation protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06881,O34600,nrnA;bifunctional oligoribonuclease/PAP phosphatase NrnA,Exoribonucleases,MISC,RNA synthesis and degradation,RNases,TRUE,bs
K00059,O34308,ytkK;oxidoreductase,NA,MISC,Poorly characterized/ putative enzymes,NA,TRUE,bs
NA,O34806,gerW;spore protein YtfJ,Additional germination proteins,MISC,Sporulation,Germination,TRUE,bs
NA,O34917,ytfI;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06418,NA,sspA;small acid-soluble spore protein A,Small acid-soluble spore proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34970,refZ;TetR family transcriptional regulator,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P40779,ytxG;hypothetical protein,NA,MISC,Coping with stress,General stress proteins (controlled by SigB),TRUE,bs
NA,O32066,ytzH;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34799,ytlR;lipid kinase YtlR,NA,MISC,Proteins of unknown function,NA,TRUE,bs
NA,O32067,ytzE;DeoR family transcriptional regulator,Transcription factor/ other/ based on similarity,MISC,Regulation of gene expression,Transcription factors and their control,TRUE,bs
K05020,P54417,opuD;glycine betaine transporter OpuD,Uptake of compatible solutes,MISC,Transporters,Transporters/ other,TRUE,bs
NA,P94496,yteV;sporulation protein cse60,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34371,yteT;oxidoreductase,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34881,ytvB;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32073,ytzC;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K16188,O34707,ytpB;tetraprenyl-beta-curcumene synthase,NA,MISC,Coping with stress,"Cell envelope stress proteins (controlled by SigM, V, W, X, Y)",TRUE,bs
K01048,O34705,ytpA;phospholipase YtpA,NA,MISC,Coping with stress,"Cell envelope stress proteins (controlled by SigM, V, W, X, Y)",TRUE,bs
K02051,C0SP84,ytlA;ABC transporter substrate-binding protein YtlA,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K02049,O34314,ytlC;ABC transporter ATP-binding protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K02050,O34649,ytlD;ABC transporter permease,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K03574,O35013,rppH;8-oxo-dGTP diphosphatase YtkD,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34883,ytkC;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00425,C0SP90,ythA;cytochrome bd menaquinol oxidase subunit I,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00426,O34505,ythB;cytochrome bd menaquinol oxidase subunit II,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,C0H3Q2,ytzL;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P42408,yteA;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00963,P42407,ytdA;UTP--glucose-1-phosphate uridylyltransferase,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00012,O34862,ytcA;UDP-glucose 6-dehydrogenase YtcA,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34886,ytcB;UDP-glucose epimerase YtcB,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34413,ytcC;glycosyltransferase YtcC,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P46916,ytxO;hypothetical protein,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06337,P46914,cotS;spore coat protein S,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06338,P46915,cotSA;spore coat protein SA,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06331,O34656,cotI;spore coat protein I,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00688,P39123,glgP;glycogen phosphorylase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00703,P39125,glgA;glycogen synthase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00975,P39124,glgD;glycogen biosynthesis protein GlgD,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00975,P39122,glgC;glucose-1-phosphate adenylyltransferase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00700,P39118,"glgB;1,4-alpha-glucan branching enzyme GlgB",Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K07192,O32076,floT;hypothetical protein,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
NA,O32078,bstB;hypothetical protein,NA,MISC,Proteins of unknown function,NA,TRUE,bs
NA,P71014,bslA;hypothetical protein,Proteins controlling the activity of the kinases,MISC,Sporulation,phosphorelay,TRUE,bs
K00456,O32085,yubC;cysteine dioxygenase,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00686,P40746,tgl;protein-glutamine gamma-glutamyltransferase,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01187,O05242,"yugT;oligo-1,6-glucosidase 3",Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K03699,O05241,yugS;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K06973,O05248,yugP;membrane protease YugP,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,C0H3Q4,yuzI;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,Q5BU39,mstX;protein mistic,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K10716,Q795M8,yugO;potassium channel protein YugO,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K09779,O32087,yuzA;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O05235,yugF;hydrolase,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K14155,Q08432,patB;cystathionine beta-lyase,Biosynthesis/ acquisition of methionine/ S-adenosylmethionine,MISC,Amino acid/ nitrogen metabolism,Biosynthesis/ acquisition of amino acids,TRUE,bs
K07697,Q08430,kinB;sporulation kinase B,The kinases,MISC,Sporulation,phosphorelay,TRUE,bs
K06347,Q08429,kapB;kinase-associated lipoprotein B,Proteins controlling the activity of the kinases,MISC,Sporulation,phosphorelay,TRUE,bs
K06348,O05231,kapD;3'-5' exonuclease KapD,NA,MISC,Sporulation,phosphorelay,TRUE,bs
NA,O05257,yufS;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32089,yuzC;hypothetical protein,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32094,yueG;spore germination protein-like protein YueG,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32096,yuzE;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32097,yuzF;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00259,Q08352,ald;alanine dehydrogenase,Utilization of alanine/ serine,MISC,Amino acid/ nitrogen metabolism,Utilization of amino acids,TRUE,bs
K01255,O32106,yuiE;cytosol aminopeptidase,NA,MISC,Poorly characterized/ putative enzymes,NA,TRUE,bs
NA,O32108,yuiC;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K03885,O05267,yumB;NADH dehydrogenase-like protein YumB,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K07734,P21341,paiB;protease synthase and sporulation protein PAI 2,Transcription factors/ other,MISC,Regulation of gene expression,Transcription factors and their control,TRUE,bs
K22441,P21340,paiA;protease synthase and sporulation negative regulatory protein PAI 1,Metabolism of polyamines,MISC,Additional metabolic pathways,Miscellaneous metabolic pathways,TRUE,bs
K03885,O32117,yutJ;NADH dehydrogenase-like protein YutJ,NA,MISC,Electron transport and ATP synthesis,Electron transport/ other/ based on similarity,TRUE,bs
NA,O32123,yutH;endospore coat-associated protein YutH,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32124,yutG;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32128,yutC;lipoprotein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K21472,O32130,lytH;L-Ala--D-Glu endopeptidase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32131,fisB;sporulation protein YunB,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32132,yunC;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K01466,O32137,pucH;allantoinase,NA,MISC,Nucleotide metabolism,Utilization of nucleotides,TRUE,bs
K16838,O32141,pucL;urate oxidase with peroxide reductase N-terminal domain,NA,MISC,Nucleotide metabolism,Utilization of nucleotides,TRUE,bs
K06424,Q7WY59,sspG;small acid-soluble spore protein G,Small acid-soluble spore proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32160,yurS;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32166,yurZ;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,C0H3R0,yuzL;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K00318,Q8RMG1,fadM;proline dehydrogenase 1,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,C0H3R1,yuzM;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32180,yusN;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32189,yusW;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K06288,P07868,gerAA;spore germination protein A1,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K06289,P07869,gerAB;spore germination protein A2,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K06290,P07870,gerAC;spore germination protein A3,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K06427,Q7WY58,sspJ;small acid-soluble spore protein J,Small acid-soluble spore proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32211,yvgO;stress response protein YvgO,NA,MISC,Coping with stress,General stress proteins (controlled by SigB),TRUE,bs
NA,O32217,bdbC;disulfide bond formation protein C,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32218,bdbD;disulfide bond formation protein D,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01118,O32224,azoR2;FMN-dependent NADH-azoreductase 2,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32225,yvaC;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K03664,O32230,smpB;SsrA-binding protein,Translation/ other,MISC,"Protein synthesis, modification and degradation",Translation,TRUE,bs
NA,O32234,yvaM;AB hydrolase superfamily protein YvaM,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K22299,O32236,rghR;HTH-type transcriptional repressor RghR,NA,MISC,Sporulation,phosphorelay,TRUE,bs
NA,O32245,yvbH;hypothetical protein,NA,MISC,Proteins of unknown function,NA,TRUE,bs
K15633,P39773,"pgm;2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Glycolysis,MISC,Carbon metabolism,Carbon core metabolism,TRUE,bs
K01803,P27876,tpi;triosephosphate isomerase,Glycolysis,MISC,Carbon metabolism,Carbon core metabolism,TRUE,bs
K00927,P40924,pgk;phosphoglycerate kinase,Substrate-level phosphorylation,MISC,Electron transport and ATP synthesis,ATP synthesis,TRUE,bs
K02103,P96711,araR;transcriptional repressor,Utilization of arabinan/ arabinose/ arabitol,MISC,Carbon metabolism,Utilization of specific carbon sources,TRUE,bs
NA,O07002,yveA;aspartate-proton symporter,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O06998,yvdQ;hypothetical protein,Spore coat protein/ based on similarity,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O06997,cotQ;FAD-linked oxidoreductase YvdP,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O06996,cotR;sporulation hydrolase CotR,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K15771,O06990,mdxF;maltodextrin transport system permease protein MdxF,Importers,MISC,Transporters,ABC transporters,TRUE,bs
K13292,O34752,lgt;prolipoprotein diacylglyceryl transferase,Additional germination proteins,MISC,Sporulation,Germination,TRUE,bs
NA,O34986,yvnB;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O34375,minJ;cell division topological determinant MinJ,The Min system,MISC,Cell envelope and cell division,Cell division,TRUE,bs
K03797,O35002,ctpB;carboxy-terminal processing protease CtpB,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K09811,O34876,ftsX;cell division protein FtsX,NA,MISC,Sporulation,phosphorelay,TRUE,bs
K09812,O34814,ftsE;cell division ATP-binding protein FtsE,NA,MISC,Sporulation,phosphorelay,TRUE,bs
K16699,O32267,tuaH;teichuronic acid biosynthesis glycosyltransferase TuaH,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K16698,O32268,tuaG;teichuronic acid biosynthesis glycosyltransferase TuaG,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K16706,O32269,tuaF;teichuronic acid biosynthesis protein TuaF,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00963,Q05852,gtaB;UTP--glucose-1-phosphate uridylyltransferase,Biosynthesis of teichoic acid,MISC,Cell envelope and cell division,Cell wall synthesis,TRUE,bs
K23989,P39848,lytD;beta-N-acetylglucosaminidase,Autolysis,MISC,Cell envelope and cell division,Cell wall degradation/ turnover,TRUE,bs
K06291,P39569,gerBA;spore germination protein B1,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K06292,P39570,gerBB;spore germination protein B2,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K06293,P39571,gerBC;spore germination protein B3,Germinant receptors,MISC,Sporulation,Germination,TRUE,bs
K03893,O05224,ywrK;arsenical pump membrane protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O05223,ywrJ;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06325,P07789,cotB;spore coat protein B,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06330,Q45535,cotH;inner spore coat protein H,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39801,cotG;spore coat protein G,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K07240,O05215,ywrA;transporter,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
K05982,P96724,ywqL;endonuclease V,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P96723,ywqK;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P96722,ywqJ;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P96721,ywqI;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P96720,ywqH;hypothetical protein,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00012,P96718,ugd;UDP-glucose 6-dehydrogenase YwqF,NA,MISC,Phosphoproteins,Phosphorylation on a Tyr residue,TRUE,bs
K06362,P94583,rapD;response regulator aspartate phosphatase D,NA,MISC,Genetics,Genetic competence,TRUE,bs
K03569,P39751,mbl;MreB-like protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06283,P15281,spoIIID;stage III sporulation protein D,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06435,O32276,usd;protein usd,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P94574,ywoD;MFS transporter,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P94573,ywoC;isochorismatase,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P71045,ywnJ;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06386,P71044,spoIIQ;stage II sporulation protein Q,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P71043,ywnH;phosphinothricin acetyltransferase YwnH,NA,MISC,Coping with stress,Resistance against toxins/ antibiotics/ based on similarity,TRUE,bs
NA,P71042,ywnG;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P71041,ywnF;hypothetical protein,NA,MISC,Membrane proteins,NA,TRUE,bs
K06131,P71040,clsA;cardiolipin synthase,Biosynthesis of phospholipids,MISC,Lipid metabolism,Biosynthesis of lipids,TRUE,bs
K06360,P70962,rapB;response regulator aspartate phosphatase B,Phosphatases controlling the phosphorelay,MISC,Sporulation,phosphorelay,TRUE,bs
K06381,P07372,spoIID;stage II sporulation protein D,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32277,spoIIT;hypothetical protein,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
NA,P70958,ywmA;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K07566,P39153,tsaC;tRNA threonylcarbamoyladenosine biosynthesis protein YwlC,NA,MISC,Genetics,Newly identified competence genes,TRUE,bs
NA,P39152,ywlB;hypothetical protein,NA,MISC,Coping with stress,General stress proteins (controlled by SigB),TRUE,bs
K06387,P39151,spoIIR;stage II sporulation protein R,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P45874,ywkF;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K11686,P45870,racA;chromosome-anchoring protein RacA,Other genes,MISC,Cell envelope and cell division,Cell division,TRUE,bs
K02490,P06628,spo0F;sporulation initiation phosphotransferase F,The phosphotransferases,MISC,Sporulation,phosphorelay,TRUE,bs
NA,P45867,acdA;acyl-CoA dehydrogenase,Utilization of fatty acids,MISC,Lipid metabolism,Utilization of lipids,TRUE,bs
NA,P45866,fadF;hypothetical protein,Utilization of fatty acids,MISC,Lipid metabolism,Utilization of lipids,TRUE,bs
K06131,P45865,ywjE;cardiolipin synthetase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K13281,P45864,ywjD;UV DNA damage endonuclease,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06364,P71002,rapF;response regulator aspartate phosphatase F,NA,MISC,Genetics,Genetic competence,TRUE,bs
K00797,P70998,speE;spermidine synthase,Metabolism of polyamines,MISC,Additional metabolic pathways,Miscellaneous metabolic pathways,TRUE,bs
K21464,P70997,pbpG;penicillin-binding protein 2D,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06314,P39650,rsfA;prespore-specific transcriptional regulator RsfA,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39632,sivA;hypothetical protein,Proteins controlling the activity of the kinases,MISC,Sporulation,phosphorelay,TRUE,bs
K01790,Q7WY56,spsL;spore coat polysaccharide biosynthesis protein SpsL,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00067,P39631,spsK;spore coat polysaccharide biosynthesis protein SpsK,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01710,P39630,"spsJ;dTDP-glucose 4,6-dehydratase",Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K00973,P39629,spsI;dTDP-glucose pyrophosphorylase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39627,spsG;spore coat polysaccharide biosynthesis protein SpsG,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K07257,P39626,spsF;spore coat polysaccharide biosynthesis protein SpsF,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39625,spsE;spore coat polysaccharide biosynthesis protein SpsE,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39624,spsD;spore coat polysaccharide biosynthesis protein SpsD,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39623,spsC;spore coat polysaccharide biosynthesis protein SpsC,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39622,spsB;spore coat polysaccharide biosynthesis protein SpsB,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39621,spsA;spore coat polysaccharide biosynthesis protein SpsA,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06305,P39620,gerQ;spore coat protein GerQ,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39618,ywdJ;purine permease YwdJ,NA,MISC,Membrane proteins,NA,TRUE,bs
K00128,P39616,ywdH;aldehyde dehydrogenase YwdH,NA,MISC,Poorly characterized/ putative enzymes,NA,TRUE,bs
NA,P39603,ywcE;spore morphogenesis and germination protein YwcE,NA,MISC,Sporulation,Sporulation/ other,TRUE,bs
NA,P39600,ywcB;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K14393,P39599,ywcA;symporter,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P39588,ywbE;hypothetical protein,NA,MISC,Proteins of unknown function,NA,TRUE,bs
NA,P39585,ywbB;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K02761,P39584,ywbA;permease IIC component YwbA,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P25149,ywaF;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K03781,P94377,katX;catalase X,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K16012,P94367,cydD;ATP-binding/permease protein CydD,Regulatory ABC transporters,MISC,Transporters,ABC transporters,TRUE,bs
K00019,P42317,yxjF;oxidoreductase,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01029,P42316,scoB;succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K01028,P42315,scoA;succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P42314,hbuT;transporter,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K03300,P42308,citH;citrate transporter,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K06902,P42306,yxiO;MFS transporter,NA,MISC,Membrane proteins,NA,TRUE,bs
K05592,P42305,deaD;ATP-dependent RNA helicase DbpA,NA,MISC,RNA synthesis and degradation,DEAD-box RNA helicases,TRUE,bs
NA,P42304,yxiM;esterase YxiM,NA,MISC,Poorly characterized/ putative enzymes,NA,TRUE,bs
K00756,P39142,pdp;pyrimidine-nucleoside phosphorylase,NA,MISC,Nucleotide metabolism,Utilization of nucleotides,TRUE,bs
NA,P54944,yxeE;hypothetical protein,Spore coat proteins,MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,P54943,yxeD;hypothetical protein,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
K06608,P46337,iolR;HTH-type transcriptional regulator IolR,Utilization of inositol,MISC,Carbon metabolism,Utilization of specific carbon sources,TRUE,bs
NA,Q45605,yycQ;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,Q45606,yycP;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,Q45607,yycO;hypothetical protein,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
NA,O32293,yycN;N-acetyltransferase YycN,Newly identified sporulation proteins (based on transcription profiling),MISC,Sporulation,Sporulation proteins,TRUE,bs
K06365,O32294,rapG;response regulator aspartate phosphatase G,Protein phosphatases,MISC,"Protein synthesis, modification and degradation",Protein modification,TRUE,bs
NA,P39668,htrC;serine protease YyxA,Sporulation proteins/ other,MISC,Sporulation,Sporulation proteins,TRUE,bs
