Entry,locud_tag,product,synonym,gene
Q184F8,CD630_29661,Uncharacterized protein,,
Q18C42,CD630_15220,Putative polysaccharide deacetylase,,
Q18BS5,CD630_14070,"Transcriptional regulator, GntR family",,
Q18C55,CD630_15360,Ferredoxin--NADP(+) reductase subunit alpha (EC 1.18.1.2),,
Q18AL1,CD630_10100,N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25),,nagA
Q18BZ5,CD630_14760,Putative signaling protein,,
Q180Z4,CD630_34960,Non-specific DNA-binding protein HBsu signal recognition particle-like (SRP) component,,hupA
Q18C57,CD630_15380,Putative signaling protein,,
Q18CU5,CD630_02060,"PTS system, fructose-like IIA component",,
Q18CU3,CD630_02040,Putative signaling protein,,
Q180J2,CD630_33450,"Putative conjugative transposon protein Tn916-like, CTn6-Orf23",,
Q182X9,CD630_26460,Cell division protein FtsZ,,ftsZ
Q181J5,CD630_35920,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),,pyrF
Q186W4,CD630_17551,"Transcriptional regulator, HTH-type",,
Q182Q5,CD630_25670,"PTS system, mannose-specfic IIB component (EC 2.7.1.69)",,
Q184T1,CD630_30930,Putative gamma-glutamyl-gamma-aminobutyrate hydrolase (EC 3.5.1.94),,
F3Y5T9,CD630_17151,Uncharacterized protein,,
Q184D8,CD630_29460,Putative phage protein,,
F3Y5X2,CD630_05821,Uncharacterized protein,,
Q183Z8,CD630_29140,Putative phage protein,,
Q189L2,CD630_06641,Uncharacterized protein,,
Q186W2,CD630_17540,"ABC-type transport system, multidrug-family permease",,
Q186S8,CD630_17210,Uncharacterized protein,,
Q187Q7,CD630_19470,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q18C60,CD630_15390,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q185Z6,CD630_22080,"Transcriptional regulator, MarR family",,
Q18D23,CD630_02850,"PTS system, mannose/fructose/sorbose IIB component (EC 2.7.1.69)",,
Q185I4,CD630_23110,"ABC-type transport system, molybdenum-like extracellular solute-binding protein",,
Q185Y2,CD630_21950,Ferritin (EC 1.16.3.2),,ftnA
Q18A93,CD630_08970,Uncharacterized protein,,
Q18B98,CD630_12350,Putative phage protein,,
Q185B8,CD630_22420,Uncharacterized protein,,
Q185M9,CD630_23570,Putative glycine reductase complex component,,grdX
Q18AX9,CD630_11190,Putative lipoprotein,,
Q181H5,CD630_35710,Uncharacterized protein,,
Q183H7,CD630_27410,Coproporphyrinogen III oxidase (EC 1.3.99.22),,hemZ
Q186S1,CD630_17120,Molybdenum cofactor biosynthesis protein MoaB,,moaB
Q183E9,CD630_27150,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase),,gtaB
Q18BD5,CD630_12700,Two-component sensor histidine kinase,,
Q183X0,CD630_28860,"Putative drug/sodium antiporter, MATE family",,
Q185V8,CD630_21690,Putative iron-sulfur binding protein,,
Q185S4,CD630_21360,Isoprenyl transferase (EC 2.5.1.-),,uppS
Q185N9,CD630_23680,Uncharacterized protein,,
Q18BG2,CD630_12970,Uncharacterized protein,,
Q187J1,CD630_18782,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf39",,
F3Y5T1,CD630_05103,"Putative conjugative transposon protein Tn5397,CTn3-Orf4",,
Q18CB5,CD630_00300,Putative membrane protein,,
Q186V4,CD630_17450,Uncharacterized protein,,
Q18B83,CD630_12190,Uncharacterized protein,,
Q188V8,CD630_05081,"Putative conjugative transposon protein Tn5397,CTn3-Orf6",,
Q188Z3,CD630_05460,"Putative membrane protein, DUF975 family",,
Q183P2,CD630_28080,Uncharacterized protein,,
Q18A98,CD630_09060,Putative phage DNA-binding protein,,
Q185S0,CD630_21330,Uncharacterized protein,,
Q18C98,CD630_00130,Putative mechanosensitive ion channel protein,,
Q18A35,CD630_08400,Putative isomerase/hydrolase,,
Q180U6,CD630_34470,Putative PTS system EIIA component,,
Q186B3,CD630_22270,Putative radical SAM superfamily lipoprotein,,
Q18BW1,CD630_14410,Putative membrane protein,,
Q189H9,CD630_06350,Putative hydrolase,,
Q184Q5,CD630_30690,"PTS system, xyloside-specific IID component",,xynD
Q18BU3,CD630_14210,Putative diguanylate kinase signaling protein (EC 2.7.7.65),,
Q188B2,CD630_20420,"Transcriptional regulator, TetR family",,
Q184L5,CD630_30260,DUF2087 domain-containing protein,,
Q181Z0,CD630_24060,Putative lipoprotein,,
Q184Q0,CD630_30630,"Putative peptidase, S41 family",,
Q181V2,CD630_31880,Uncharacterized protein,,
Q18BU1,CD630_14230,Uncharacterized protein,,
Q188N7,CD630_04460,D-ornithine aminomutase E component (EC 5.4.3.5),,oraE
Q188D3,CD630_20670,Uncharacterized protein,,
Q18D15,CD630_02770,Uncharacterized protein,,
Q187H0,CD630_18571,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf14",,
Q187R4,CD630_19540,"ABC-type transport system, permease",,
Q188F1,CD630_20820,Amidohydrolase,,
Q189J6,CD630_06550,Putative beta-lactamase-like protein,,
F3Y5T6,CD630_16632,Uncharacterized protein,,
Q189U5,CD630_07470,Putative lipoprotein,,
Q18CC3,CD630_00370,Acetoin dehydrogenase E1 component (TPP-dependent beta subunit) (EC 1.2.4.1),,acoB
Q188B7,CD630_20500,Pseudouridine synthase (EC 5.4.99.-),,rluB
Q180F6,CD630_33120,"Transporter, Major Facilitator Superfamily (MFS)",,
Q182J7,CD630_25110,"Transcription antiterminator, PTS operon regulator",,
Q189W0,CD630_07630,Sorbitol operon activator protein (Glucitol),,srlM
Q187K6,CD630_18930,Putative oligonucleotide binding regulator,,
Q18CJ9,CD630_01110,Putative exported protein,,
Q182V3,CD630_26190,Putative cell-division initiation protein DivIVA,,
Q187F6,CD630_18450,"Putative membrane protein Tn1549-like,CTn5-Orf1",,
Q181J9,CD630_35970,Putative S-adenosyl-L-methionine dependent methionine synthase,,
Q18B71,CD630_12100,Uncharacterized protein,,
F3Y5Y8,CD630_12341,Putative phage protein,,
Q18CW7,CD630_02290,Negative regulator of flagellin synthesis,,flgM
F3Y5V7,CD630_27991,Uncharacterized protein,,
Q182U9,CD630_26160,Uncharacterized protein,,
Q183Q1,CD630_28160,Uncharacterized protein,,
Q183T3,CD630_28460,Uncharacterized protein,,
Q180D4,CD630_32900,HTH psq-type domain-containing protein,,
F3Y602,CD630_23591,Uncharacterized protein,,
Q181A5,CD630_35070,Putative type IV pilin,,
Q18C91,CD630_00070,Putative spore protein,,
Q18CM6,CD630_01380,Glycine/sarcosine/betaine reductase b,,
Q18BM5,CD630_13570,Peptidylprolyl isomerase (EC 5.2.1.8),,
Q18AY7,CD630_11280,DNA polymerase I (EC 2.7.7.7),,polA
Q188V1,CD630_05080,Tetracycline resistance protein Tn5397,,tetM
Q18B95,CD630_12330,Putative cell surface protein cwp26,,cwp26
Q18D56,CD630_03180,"ABC-type transport system,bacitracin/multidrug-family ATP-binding protein",,
Q188G4,CD630_20950,Putative cell division GTPase,,
Q18CS0,CD630_01790,Glutamate dehydrogenase,,gluD
Q180A2,CD630_32580,Iron hydrogenase,,
F3Y601,CD630_23052,Uncharacterized protein,,
Q18BU6,CD630_14281,Uncharacterized protein,,
Q18AK8,CD630_10050,Putative NAD-dependent malic enzyme (EC 1.1.1.38),,
Q189K8,CD630_06670,"ABC-type transport system,lantibiotic/multidrug-family ATP-binding protein (EC 3.6.3.-)",,cdd4
Q180Q5,CD630_34070,"Putative iron-only hydrogenase, catalytic subunit HymC-like (EC 1.6.99.5)",,
Q18AP2,CD630_10440,Putative membrane protein,,
Q18CU0,CD630_02010,Putative chromate transporter,,
F3Y622,CD630_02731,Uncharacterized protein,,
Q180P7,CD630_33980,"Putative hydrolase, NUDIX family",,
Q182H9,CD630_24910,Mannose-6-phosphate isomerase (EC 5.3.1.8),,pmi
Q187Q4,CD630_19460,"Transcriptional regulator, AraC family",,
Q189Y2,CD630_07870,Putative metal-binding protein,,
Q185A7,CD630_22320,Anaerobic sulfite reductase subunit B,,asrB
Q182S4,CD630_25850,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),def,def2
Q181U1,CD630_31750,"Transcriptional regulator, SorC family",,cggR
Q18B09,CD630_11470,Rod shape-determining protein MreD,,
Q18CM2,CD630_01310,Putative membrane protein,,
Q181U3,CD630_31780,D-hydantoinase (Dihydropyrimidinase) (EC 3.5.2.2),,
Q185T0,CD630_21410,Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4),,
Q18AJ6,CD630_09970,Two-component sensor histidine kinase,,
Q189E1,CD630_06010,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),,ogt1
Q18A16,CD630_08210,Histidine kinase (EC 2.7.13.3),,
Q182P5,CD630_25580,Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT),,coaD
Q183F7,CD630_27230,Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase),,mprF
Q18C52,CD630_15330,"ABC-type transport system, permease",,
Q183C4,CD630_26910,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),,hpt
Q17ZU8,CD630_32050,Putative nitroreductase,,
Q185X5,CD630_21870,Putative phage-related cell wall hydrolase,,
Q18A00,CD630_08060,"Transcriptional regulator, sigma-54-dependent",,
Q18BW9,CD630_14470,Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL) (EC 4.1.3.38),,pabC
Q188K3,CD630_04170,"Putative conjugative transposon protein Tn1549-like, CTn2-Orf11",,
Q181G7,CD630_35670,Spore coat protein,,sipL
Q187E8,CD630_18390,Prephenate dehydrogenase (EC 1.3.1.12),,tyrC
Q18BJ6,CD630_13310,Signal peptidase I (EC 3.4.21.89),,sip3
Q188X0,CD630_05240,"Putative peptidase, M20 family (EC 3.4.11.-)",,
Q189U1,CD630_07450,Putative OmpA/MotB proton channel,,
Q181E6,CD630_35460,Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI),,rsmI
Q18CJ8,CD630_01090,Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-),,nrdG
Q180C6,CD630_32820,Pyruvate formate-lyase (EC 2.3.1.54),,pflD
Q187D8,CD630_18290,Histidine kinase (EC 2.7.13.3),,kdpD
Q18AL5,CD630_10170,"ABC-type transport system, multidrug-family ATP-binding protein/permease (EC 3.6.3.-)",,
Q183P8,CD630_28100,Putative membrane protein,,
Q187I5,CD630_18711,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf31",,
Q180V3,CD630_34550,Putative carboxy-terminal protease (EC 3.4.21.102),,
Q181R8,CD630_36640,Putative aminotransferase (EC 2.6.1.-),,
Q17ZW8,CD630_32230,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA,dapA2
Q181N6,CD630_36360,Putative membrane protein,,
Q17ZY2,CD630_32390,Proline reductase PrdE (EC 1.21.4.1),,prdE
Q182W1,CD630_26280,Uncharacterized protein,,
Q188P9,CD630_04570,Putative membrane protein,,
Q184D6,CD630_29471,Uncharacterized protein,,
Q185N4,CD630_23630,Uncharacterized protein,,
Q185C6,CD630_22510,Uncharacterized protein,,
Q18D84,CD630_03430,Uncharacterized protein,,
Q189Z8,CD630_08030,Putative acyl-CoA dehydrogenase (EC 1.3.99.-),,
Q182V8,CD630_26230,Pyridoxal phosphate homeostasis protein (PLP homeostasis protein),,
Q180V1,CD630_34520,"Transcriptional regulator, GntR family",,
Q180G8,CD630_33230,Uncharacterized protein,,
Q187M4,CD630_19120,Ethanolamine reactivating factor for ammonia lyase eutBC,,eutA
Q18BI9,CD630_13240,DNA FtsK/SpoIIIE translocase,,ftsK
Q180N2,CD630_33860,"Putative antirestriction protein Tn916-like,CTn7-Orf22",,
Q186H6,CD630_16210,"Putative mechanosensitive ion channel protein,MscS family",,
Q186I3,CD630_16280,Alanine racemase (EC 5.1.1.1),,vanTG
Q182I3,CD630_24970,Competence protein ComEA,,comE
Q18CV6,CD630_02180,N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase),,purE
Q188I1,CD630_03970,Subunit of oxygen-sensitive 2-hydroxyisocaproyl-CoA dehydratase B,,hadB
Q188K7,CD630_04200,"Putative cell surface protein Tn1549-like,CTn2-Orf15",,
Q180C2,CD630_32790,"PTS system, mannose/fructose/sorbose IIB component (EC 2.7.1.69)",,
Q18D27,CD630_02880,"PTS system, mannose/fructose/sorbose IIC component",,
Q185G4,CD630_22940,Uncharacterized protein,,
Q18AX0,CD630_11110,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf8",,
Q187I9,CD630_18760,Stage 0 sporulation protein A homolog,,vncR
Q182C9,CD630_24440,Ribosome hibernation promoting factor (HPF),,hpf
Q189C7,CD630_05830,Putative diguanylate kinase signaling protein,,
Q18BV4,CD630_14340,Uncharacterized protein,,
Q186U8,CD630_17400,"Glycine/sarcosine/betaine reductase complex,protein B, alpha and beta subunits (EC 1.21.4.-)",,
Q188S1,CD630_04770,Uncharacterized protein,,
Q189E4,CD630_05980,"Spore-coat protein, manganese catalase",,cotCB
Q181N2,CD630_36310,"Transcription antiterminator, PTS operon regulator",,
Q18D61,CD630_03190,Histidine kinase (EC 2.7.13.3),,
Q186K5,CD630_16490,"ABC-type transport system, iron-family ATP-binding protein (EC 3.6.3.-)",,
Q189R4,CD630_07160,Carbon monoxide dehydrogenase (EC 1.2.7.4),,cooS1
Q189W3,CD630_07650,"PTS system, sorbitol-specific IIB N-terminal component (Glucitol) (EC 2.7.1.69)",,srlEa
Q186Q3,CD630_16960,Sodium:alanine symporter,,
Q183S0,CD630_28370,Putative membrane protein,,
Q18AR8,CD630_10640,"Transcriptional regulator, LacI family",,ccpA
F3Y5Z9,CD630_22990,SHOCT domain-containing protein,,
Q189H1,CD630_06270,"Putative transcriptional regulator, activator Mor",,
Q181Z8,CD630_24170,"PTS system, Sorbitol-like IIB component (Glucitol) (EC 2.7.1.69)",,
Q189E2,CD630_06000,Uncharacterized protein,,
Q18AI2,CD630_09820,Putative UbiA prenyltransferase (EC 2.5.1.-),,ubiA
Q18BQ5,CD630_13900,Uncharacterized protein,,
Q183E2,CD630_27090,Putative oxidoreductase,,
Q183J0,CD630_27540,Putative diguanylate kinase signaling protein (EC 2.7.7.65),,
Q181D7,CD630_35380,Putative phosphonate metabolism protein,,phnG
Q18CJ7,CD630_01070,Aminotransferase (EC 2.6.1.-),,aspC
Q189H7,CD630_06370,Putative acetyltransferase,,
Q18AR6,CD630_10633,Uncharacterized protein,,
Q18AP9,CD630_10490,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),nadK,ppnK
Q18C24,CD630_15040,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q180U9,CD630_34510,Tagatose-6-phosphate kinase (EC 2.7.1.144),,
Q181M7,CD630_36260,Putative 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16),,
Q180C1,CD630_32770,"PTS system, mannose/fructose/sorbose IIC component",,
Q185W7,CD630_21800,Putative DEAD-like helicase,,
Q189Q0,CD630_07050,"Putative hydrolase, NUDIX family",,
Q181K0,CD630_35990,Histidine kinase (EC 2.7.13.3),,
Q183D9,CD630_27050,Putative amidohydrolase (EC 3.5.-.-),,
Q18D43,CD630_03070,Putative chaperone protein,,
F3Y637,CD630_19904,Uncharacterized protein,,
Q182D1,CD630_24420,Stage IV sporulation protein,,spoIV
Q188Y1,CD630_05380,"Putative methyl-accepting chemotaxis receptor,MCP family",,
Q181G5,CD630_35650,"Transcriptional regulator, GntR family",,
Q18C16,CD630_14980,RNA polymerase sigma factor,,sigA2
Q188N3,CD630_04430,2-amino-4-ketopentanoate thiolase alpha subunit,,ortA
Q18AX2,CD630_11180,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf1",,
Q184H2,CD630_29790,Putative CRISPR-associated Cas5 family protein,,
Q182W9,CD630_26340,Uncharacterized protein,,
Q189S9,CD630_07350,Uncharacterized protein,,
Q182N9,CD630_25510,Uncharacterized protein,,
Q18AT3,CD630_10800,Putative lipoprotein,,
Q18BL2,CD630_13490,"ABC-type transport system,lantibiotic/multidrug-family ATP-binding protein (EC 3.6.3.-)",,cprA
Q180B5,CD630_32710,Uncharacterized protein,,
Q180U1,CD630_34440,"PTS system, lactose/cellobiose-family IIB component",,
Q18C25,CD630_15070,Putative thioredoxin,,
Q180F8,CD630_33140,Iron hydrogenase (EC 1.12.7.2),,hydA
Q181S9,CD630_36770,Putative SpoIIIJ-associated RNA/ssDNA-binding protein Jag,,jag
Q180I8,CD630_33430,"Putative replication initiation factor Tn916-like, CTn6-Orf21",,
F3Y604,CD630_29740,Uncharacterized protein,,
Q186X0,CD630_17610,Putative phenazine biosynthesis PhzC/PhzF protein,,
Q18B25,CD630_11660,Homoserine dehydrogenase (EC 1.1.1.3),,hom1
Q18D98,CD630_03610,"Two-component sensor histidine kinase Tn916-like,CTn1-Orf6",,
Q18B39,CD630_11800,Enoyl-(Acyl-carrier-protein) reductase II (EC 1.3.1.9),,fabK
Q182T4,CD630_25940,"ABC-type transport system, uracil-specific permease",,uraA
Q186I4,CD630_16300,Putative membrane protein,,
Q188A3,CD630_20350,Putative sporulation integral membrane protein,,
Q184Y4,CD630_31480,Uncharacterized protein,,
Q18BJ1,CD630_13270,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase),,pgsA
Q180W1,CD630_34620,Putative antitoxin EndoAI,,
Q184L2,CD630_30250,"Putative ferredoxin, iron-sulphur domain-containing protein",,
Q18AY1,CD630_11220,"Transcriptional regulator, RmlC-type",,
Q186A3,CD630_22140,"Transcriptional regulator, HTH-type",,SinR
Q187W0,CD630_19980,"Transcriptional regulator, TetR family",,
Q18CQ7,CD630_01670,"Transcriptional regulator, sigma-54-dependent",,
Q183S6,CD630_28380,Stage 0 sporulation protein A homolog,,
Q17ZW2,CD630_32180,Uncharacterized protein,,
Q189L1,CD630_06642,Uncharacterized protein,,
Q185X0,CD630_21830,ATP-dependent RNA helicase,,csdA
Q188I8,CD630_04010,Alpha-subunit of electron transfer flavoprotein,,etfA1
Q189Y8,CD630_07880,GTPase HflX (GTP-binding protein HflX),,hflX
Q180Y5,CD630_34880,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase),,gtaB1
Q18BA5,CD630_12430,Uncharacterized protein,,
Q18D78,CD630_03390,Stage 0 sporulation protein A homolog,,
Q18CW3,CD630_02250,Phosphoribosylformylglycinamidine synthase (EC 6.3.5.3),,purL
Q18B19,CD630_11570,Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb),,norV
Q17ZS6,CD630_p050,Uncharacterized protein,,
Q185G7,CD630_22950,Putative membrane protein,,
Q189J7,CD630_06540,"ABC-type transport system, permease protein",,
Q180D2,CD630_32890,Uncharacterized protein,,
Q185S2,CD630_21350,Phosphatidate cytidylyltransferase (EC 2.7.7.41),,cdsA
Q18AA8,CD630_09160,Putative phage protein involved in bacteriophage resistance,,
Q182D0,CD630_24430,Putative sporulation protein yqfc,,
Q180H9,CD630_33360,"Putative cell wall hydrolase Tn916-like,CTn6-Orf13",,
Q187I2,CD630_18700,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf29",,
Q186Y5,CD630_17760,"ABC-type transport system, aminoacid-family ATP-binding protein (EC 3.6.3.-)",,
Q187G8,CD630_18590,DNA topoisomerase (EC 5.6.2.1),,
Q18A81,CD630_08890,S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain],,speH
Q18D01,CD630_02600,Flagellar biosynthetic protein FliP,,fliP
Q182W6,CD630_26320,GTPase Der (GTP-binding protein EngA),,der
Q184X3,CD630_31360,"6-phospho-beta-glucosidase, bglA7 (EC 3.2.1.86)",,bglA7
Q182V1,CD630_26170,Putative membrane protein,,
Q183N3,CD630_27970,Putative calcium-binding adhesion protein,,
Q185K8,CD630_23340,EIICB-Mtl (EC 2.7.1.197) (Mannitol permease IIC component) (Mannitol-specific phosphotransferase enzyme IIB component) (PTS system mannitol-specific EIIB component) (PTS system mannitol-specific EIIC component) (PTS system mannitol-specific EIICB component),,mtlA
Q18D37,CD630_02950,Putative iron-sulfur-binding protein,,
Q182M2,CD630_25350,Histidine kinase (EC 2.7.13.3),,
Q17ZU6,CD630_32020,Histidine kinase (EC 2.7.13.3),,
Q18AN0,CD630_10310,Putative cell wall anchored protein,,
Q189M3,CD630_06820,Putative sodium:solute symporter,,
Q183D0,CD630_26960,Putative pyridoxal phosphate-dependent transferase,,
Q18BK8,CD630_13450,"Transcriptional regulator, PadR family",,
Q18CB7,CD630_00350,Transcriptional regulator,,
Q186E2,CD630_15870,"ABC-type transport system, sugar-family ATP-binding protein (EC 3.6.3.-)",,
Q18CN4,CD630_01450,Putative S1 RNA-binding domain-containing protein,,
Q186J6,CD630_16410,Uncharacterized protein,,
Q188L8,CD630_04300,"ABC-type transport system, cobalt-specific permease Tn1549-like, CTn2-Orf25",,
Q18BR1,CD630_13910,"Putative hydrolase, CocE/NonD family",,
Q185F7,CD630_22870,Putative transporter,,
Q18B94,CD630_12310,Putative site-specific recombinase,,
Q18BP0,CD630_13670,Putative phage XkdP-like protein,,
Q187H1,CD630_18600,"Putative conjugative transposon protein DUF1016 family, Tn1549-like, CTn5-Orf18",,
Q187I3,CD630_18690,"Putative endonuclease relaxase Tn1549-like,CTn5-Orf28",,
Q183W1,CD630_28760,"ABC-type transport system, ferrichrome-specific permease",,fhuG
Q182V0,CD630_26150,"Transcriptional regulator, TetR family",,
Q18C49,CD630_15290,"ABC-type transport system, permease",,
F3Y638,CD630_19942,Uncharacterized protein,,
Q186P6,CD630_16900,Thioredoxin,,trxA
Q189D5,CD630_05880,Uncharacterized protein,,
Q18AB8,CD630_09200,Putative phage protein,,
Q189T6,CD630_07380,Putative exported protein,,
Q189X8,CD630_07830,"Stage IV sporulation protein SpoIVB, S55 peptidase family",,spoIVB2
Q185F8,CD630_22860,Putative transporter,,
Q18B72,CD630_12090,DNA repair protein RecN (Recombination protein N),,recN
Q185C8,CD630_22540,Asp/Glu racemase,,
Q188F9,CD630_20920,"Transcriptional regulator, sigma-54-dependent",,
Q18BW2,CD630_14430,"Putative Ca++-chelating serine protease,SCP-like extracellular domain protein",,
Q184T5,CD630_30980,"Transcription antiterminator, PTS operon regulator, bglG1",,bglG1
Q181W3,CD630_23770,"Putative hydrolase, NUDIX family",,
Q182U4,CD630_26100,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS),,trpS
Q187G7,CD630_18560,"Putative hydrolase Tn1549-like, CTn5-Orf12",,
Q182Z0,CD630_26560,Stage V sporulation protein D (Sporulation-specific penicillin-binding protein),,spoVD
Q182M6,CD630_25400,Coenzyme A disulfide reductase (EC 1.8.1.14),,
Q18BS2,CD630_14041,Uncharacterized protein,,
Q189T9,CD630_07420,Putative ethanolamine transporter,,
Q18AI7,CD630_09890,2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase),,leuA
Q18CZ5,CD630_02540,Basal-body rod modification protein FlgD,,flgD
Q183U7,CD630_28590,Putative D-aminoacylase (EC 3.5.1.81),,
Q188U6,CD630_05000,"Putative antirestriction protein Tn5397,CTn3-Orf18",,
Q185U1,CD630_21540,Putative ATP/GTP-binding protein,,
Q181C0,CD630_35210,"Putative peptidase T, M20B family",,
Q18C76,CD630_15560,Putative polysaccharide deacetylase,,
Q181D6,CD630_35390,Putative deoxyribonuclease,,
F3Y5X9,CD630_06421,Uncharacterized protein,,
Q185D4,CD630_22560,"Putative PTS system, EIIC component",,
Q183M1,CD630_27870,Cell surface protein cwp84 (EC 3.4.22.15),,cwp84
Q18A49,CD630_08530,"ABC-type transport system, oligopeptide-family permease",,oppB
Q18AQ5,CD630_10560,Electron transfer flavoprotein subunit alpha,,etfA3
Q18AL2,CD630_10090,"Transcriptional regulator, GntR family",,
Q18DB4,CD630_03790,"Putative conjugative transposon protein Tn916-like, CTn1-Orf24",,
Q18AL3,CD630_10140,Histidine kinase (EC 2.7.13.3),,
Q188W1,CD630_05130,Uncharacterized protein,,
Q189M0,CD630_06760,Extracytoplasmic function (ECF) anti-sigma factor rsiT,,rsiT
Q189G7,CD630_06240,"Putative transcriptional regulator, activator Mor",,
Q183P0,CD630_28030,Putative membrane protein,,
Q186Z5,CD630_17860,Uncharacterized protein,,
Q181C9,CD630_35300,"ABC-type transport system, iron-family ATP-binding protein (EC 3.6.3.-)",,
Q18D12,CD630_02710,Flagellar motor switch phosphatase FliN1 (EC 3.-.-.-),,fliN1
Q182G4,CD630_24780,Putative DNA uptake transporter,,
Q186M2,CD630_16660,Putative membrane glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),,
Q181R2,CD630_36600,Putative membrane protein,,
Q182L3,CD630_25260,"1,4-alpha-glucan branching enzyme (EC 2.4.1.18)",,glgB
Q18CM7,CD630_01370,Permease IIC component,,
Q18BL5,CD630_13520,Histidine kinase (EC 2.7.13.3),,cprK
Q18CW1,CD630_02220,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART),,purN
Q18BI6,CD630_13210,Putative sporulation protein,,
Q188A4,CD630_20370,Putative acyl-CoA acyltransferase,,
Q18BN4,CD630_13730,Putative phage tail fiber protein,,
Q180F9,CD630_33150,"Putative oxidoreductase, Fe-S subunit",,hydN2
Q185M8,CD630_23550,Thioredoxin,,trxA2
Q188T4,CD630_04920,"PTS system, mannose/fructose/sorbose IIB component (EC 2.7.1.69)",,
Q18BN7,CD630_13700,Putative phage XkdS-like protein,,
Q18CC6,CD630_00410,"PTS system, galactitol-specific IIA component",,
Q182R1,CD630_25730,"Putative hydrolase, HAD superfamily, subfamily IA (EC 3.1.3.-)",,
Q185G2,CD630_22900,"Transcriptional regulator, beta-lactams repressor",,
Q186W7,CD630_17570,Uncharacterized protein,,
Q185Z8,CD630_22100,"ABC-type transport system, multidrug-family ATP-binding/permease (EC 3.6.3.-)",,
Q181X9,CD630_23940,"DNA polymerase III, epsilon subunit (EC 2.7.7.7)",,dnaQ
Q189K2,CD630_06580,"Transcriptional regulator, beta-lactams repressor",,cdu1
Q189V4,CD630_07600,Putative Ca2+/Na+ antiporter,,
Q184J2,CD630_30010,Putative hydrolase/isomerase/hydratase,,
Q184E0,CD630_29520,Putative phage site-specific integrase,,
Q189T3,CD630_07410,Glycerol kinase (GK) (EC 2.7.1.30),,glpK1
Q180F2,CD630_33080,Multifunctional fusion protein [Includes: dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase); Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)],,rph
Q188F5,CD630_20860,Putative NAD(P)H-dependent FMN reductase,,
