tree order,major taxonomic family/ species name for non-Firmicutes,Firmicutes taxonomic order/ non-Firmicutes phylum,Accession,Sanger accession,environment,sporulation signature score %,presence spo0A,spore-former characterisation,genome size,ethanol resistance,Erysipelotrichaceae experiments,,,,
1264,Lachnospiraceae,Clostridiales,ERR1022378,13470_2#81,gut,51.51515152,1,1,3956901,,,,,,
1273,Lachnospiraceae,Clostridiales,GCF_000484655.1,,gut,51.51515152,1,1,4583707,,,,,,
1274,Lachnospiraceae,Clostridiales,ERR1022377,13470_2#80,gut,51.51515152,1,1,4216202,,,,,,
1275,Lachnospiraceae,Clostridiales,ERR1022379,13470_2#82,gut,51.51515152,1,1,4179990,,,,,,
1279,Lachnospiraceae,Clostridiales,ERR2230049,18391_1#1,gut,51.51515152,1,1,4171634,,,,,,
1282,Lachnospiraceae,Clostridiales,ERR1022337,13414_6#63,gut,51.51515152,1,1,3420904,,,,,,
1345,Lachnospiraceae,Clostridiales,GCF_000403295.1,,other host associated,51.51515152,1,1,5876215,,,,,,
46,Erysipelotrichaceae,Erysipelotrichales,GCF_000242955.1,,gut,53.03030303,1,1,3116905,,,,,,
47,Erysipelotrichaceae,Erysipelotrichales,GCF_000163515.2,,gut,53.03030303,1,1,3189387,,,,,,
48,Erysipelotrichaceae,Erysipelotrichales,ERR1022417,14207_7#26,gut,53.03030303,1,1,3526741,cultured from ethanol treated faeces,yes,,,,
117,Planococcaceae,Bacillales,GCF_001274945.1,,non-host associated,53.03030303,1,1,4837888,,,,,,
118,Planococcaceae,Bacillales,GCF_000178135.1,,non-host associated,53.03030303,1,1,4649417,,,,,,
288,Alicyclobacillaceae,Bacillales,GCF_000294675.1,,non-host associated,53.03030303,1,1,3016652,,,,,,
1044,Ruminococcaceae,Clostridiales,ERR1022452,14207_7#61,gut,53.03030303,1,1,3063989,,,,,,
1045,Ruminococcaceae,Clostridiales,ERR2230055,20287_6#10,gut,53.03030303,1,1,3251435,,,,,,
1049,Ruminococcaceae,Clostridiales,GCF_000701945.1,,rumen,53.03030303,1,1,3175261,,,,,,
1064,Lachnospiraceae,Clostridiales,GCF_000154245.1,,gut,53.03030303,1,1,3003362,,,,,,
1066,Lachnospiraceae,Clostridiales,GCF_000154425.1,,gut,53.03030303,1,1,3153801,,,,,,
1067,Lachnospiraceae,Clostridiales,ERR2221154,12718_7#47,gut,53.03030303,1,1,3340067,,,,,,
1108,Lachnospiraceae,Clostridiales,ERR2230058,20287_6#21,gut,53.03030303,1,1,2946171,,,,,,
1245,Lachnospiraceae,Clostridiales,ERR1022307,13414_6#33,gut,53.03030303,1,1,3714804,,,,,,
1246,Lachnospiraceae,Clostridiales,ERR1022437,14207_7#46,gut,53.03030303,1,1,3861853,,,,,,
1263,Lachnospiraceae,Clostridiales,GCF_000153905.1,,gut,53.03030303,1,1,3685150,,,,,,
1284,Lachnospiraceae,Clostridiales,GCF_000209835.1,,gut,53.03030303,1,1,3596259,,,,,,
1285,Lachnospiraceae,Clostridiales,20287_6#52,20287_6#52,gut,53.03030303,1,1,3826088,,,,,,
1289,Lachnospiraceae,Clostridiales,ERR1022390,13470_2#93,gut,53.03030303,1,1,3621106,,,,,,
1290,Lachnospiraceae,Clostridiales,ERR1022343,13414_6#69,gut,53.03030303,1,1,3385099,,,,,,
1327,Lachnospiraceae,Clostridiales,GCF_000209405.1,,gut,53.03030303,1,1,3143966,,,,,,
1329,Lachnospiraceae,Clostridiales,ERR1022304,13414_6#30,gut,53.03030303,1,1,3068149,,,,,,
49,Erysipelotrichaceae,Erysipelotrichales,GCF_000165065.1,,gut,54.54545455,1,1,4532751,,,,,,
125,Planococcaceae,Bacillales,GCF_000772945.1,,non-host associated,54.54545455,1,1,4114687,,,,,,
136,Bacillaceae,Bacillales,GCF_000970675.1,,non-host associated,54.54545455,1,1,3448605,,,,,,
205,Bacillaceae,Bacillales,GCF_000245315.1,,non-host associated,54.54545455,1,1,3871829,,,,,,
715,Thermaerobacteraceae,Clostridiales,GCF_000183545.2,,non-host associated,54.54545455,1,1,2936584,,,,,,
781,Anaerofustaceae,Clostridiales,GCF_000154825.1,,gut,54.54545455,1,1,2322683,,,,,,
834,Anaerovoracaceae,Clostridiales,ERR1022334,13414_6#60,gut,54.54545455,1,1,2692324,,,,,,
963,Ruminococcaceae,Clostridiales,GCF_000701665.1,,non-host associated,54.54545455,1,1,2687907,,,,,,
966,Ruminococcaceae,Clostridiales,GCF_000765235.1,,gut,54.54545455,1,1,2775262,,,,,,
1002,Ruminococcaceae,Clostridiales,GCF_001486665.1,,gut,54.54545455,1,1,3892049,,,,,,
1038,Ruminococcaceae,Clostridiales,GCF_000621805.1,,rumen,54.54545455,1,1,2442900,,,,,,
1048,Ruminococcaceae,Clostridiales,GCF_000468015.1,,gut,54.54545455,1,1,3122110,,,,,,
1051,Ruminococcaceae,Clostridiales,GCF_000526795.1,,rumen,54.54545455,1,1,3767714,,,,,,
1068,Lachnospiraceae,Clostridiales,ERR1022287,13414_6#13,gut,54.54545455,1,1,3228040,,,,,,
1069,Lachnospiraceae,Clostridiales,ERR1204040,18048_2#63,gut,54.54545455,1,1,3293550,,,,,,
1070,Lachnospiraceae,Clostridiales,ERR1022346,13414_6#72,gut,54.54545455,1,1,3202097,,,,,,
1098,Lachnospiraceae,Clostridiales,ERR1022401,14207_7#9,gut,54.54545455,1,1,3085817,,,,,,
1102,Lachnospiraceae,Clostridiales,ERR1022391,13470_2#94,gut,54.54545455,1,1,3275873,,,,,,
1106,Lachnospiraceae,Clostridiales,ERR1204066,18048_2#89,gut,54.54545455,1,1,2879631,,,,,,
1107,Lachnospiraceae,Clostridiales,GCF_000153885.1,,gut,54.54545455,1,1,2917542,,,,,,
1125,Lachnospiraceae,Clostridiales,GCF_000209895.1,,gut,54.54545455,1,1,3652465,,,,,,
1236,Lachnospiraceae,Clostridiales,ERR1022405,14207_7#13,gut,54.54545455,1,1,3397210,,,,,,
1237,Lachnospiraceae,Clostridiales,ERR1022273,12718_7#93,gut,54.54545455,1,1,3461512,,,,,,
1239,Lachnospiraceae,Clostridiales,ERR1022274,12718_7#94,gut,54.54545455,1,1,3325503,,,,,,
1257,Lachnospiraceae,Clostridiales,ERR1022340,13414_6#66,gut,54.54545455,1,1,3689002,,,,,,
1259,Lachnospiraceae,Clostridiales,ERR1022339,13414_6#65,gut,54.54545455,1,1,3673266,,,,,,
1265,Lachnospiraceae,Clostridiales,ERR1022294,13414_6#20,gut,54.54545455,1,1,4090675,,,,,,
1266,Lachnospiraceae,Clostridiales,ERR2230075,20287_6#62,gut,54.54545455,1,1,4543662,,,,,,
1267,Lachnospiraceae,Clostridiales,ERR1204068,18048_2#91,gut,54.54545455,1,1,4253828,,,,,,
1304,Lachnospiraceae,Clostridiales,ERR1022427,14207_7#36,gut,54.54545455,1,1,3481118,,,,,,
1305,Lachnospiraceae,Clostridiales,GCF_000155875.1,,gut,54.54545455,1,1,3292916,,,,,,
1306,Lachnospiraceae,Clostridiales,ERR1203948,18048_1#65,gut,54.54545455,1,1,3301789,,,,,,
1321,Lachnospiraceae,Clostridiales,ERR1022428,14207_7#37,gut,54.54545455,1,1,3467924,,,,,,
1322,Lachnospiraceae,Clostridiales,ERR1203969,18048_1#86,gut,54.54545455,1,1,3024750,,,,,,
1326,Lachnospiraceae,Clostridiales,ERR2230069,20287_6#43,gut,54.54545455,1,1,3328778,,,,,,
1328,Lachnospiraceae,Clostridiales,GCF_000153925.1,,gut,54.54545455,1,1,2785094,,,,,,
4,Erysipelotrichaceae,Erysipelotrichales,ERR1022280,13414_6#5,gut,56.06060606,1,1,3174345,,,,,,
5,Erysipelotrichaceae,Erysipelotrichales,GCF_000191865.1,,gut,56.06060606,1,1,2996671,,,,,,
6,Erysipelotrichaceae,Erysipelotrichales,GCF_000178255.1,,gut,56.06060606,1,1,3002702,,,,,,
8,Erysipelotrichaceae,Erysipelotrichales,ERR1022367,13470_2#70,gut,56.06060606,1,1,2655583,isolate cultured after ethanol exposure,,,,,
9,Erysipelotrichaceae,Erysipelotrichales,ERR1022463,14207_7#72,gut,56.06060606,1,1,2705342,,,,,,
53,Erysipelotrichaceae,Erysipelotrichales,ERR1022369,13470_2#72,gut,56.06060606,1,1,4354686,isolate cultured after ethanol exposure,yes,,,,
54,Erysipelotrichaceae,Erysipelotrichales,GCF_000183585.1,,gut,56.06060606,1,1,4168212,,,,,,
961,Ruminococcaceae,Clostridiales,ERR2221177,12718_7#72,gut,56.06060606,1,1,3013081,,,,,,
1047,Ruminococcaceae,Clostridiales,GCF_000210095.1 ,,gut,56.06060606,1,1,2609970,,,,,,
1058,Lachnospiraceae,Clostridiales,ERR2221148,12718_7#41,gut,56.06060606,1,1,2612120,,,,,,
1099,Lachnospiraceae,Clostridiales,ERR1022352,13470_2#55,gut,56.06060606,1,1,2828875,,,,,,
1123,Lachnospiraceae,Clostridiales,ERR1203968,18048_1#85,gut,56.06060606,1,1,3456281,,,,,,
1124,Lachnospiraceae,Clostridiales,ERR1022438,14207_7#47,gut,56.06060606,1,1,3463848,cultured from ethanol treated faeces,,,,,
1126,Lachnospiraceae,Clostridiales,ERR1022386,13470_2#89,gut,56.06060606,1,1,3783010,,,,,,
1156,Lachnospiraceae,Clostridiales,GCF_000403275.1,,other host associated,56.06060606,1,1,4293526,,,,,,
1199,Lachnospiraceae,Clostridiales,GCF_000364225.1,,other host associated,56.06060606,1,1,6206640,,,,,,
1220,Lachnospiraceae,Clostridiales,18391_1#3,18391_1#3,gut,56.06060606,1,1,3654119,,,,,,
1221,Lachnospiraceae,Clostridiales,GCF_001406815.1,,gut,56.06060606,1,1,3390318,,,,,,
1233,Lachnospiraceae,Clostridiales,ERR1022289,13414_6#15,gut,56.06060606,1,1,4063384,,,,,,
1240,Lachnospiraceae,Clostridiales,ERR1022431,14207_7#40,gut,56.06060606,1,1,3997852,,,,,,
1241,Lachnospiraceae,Clostridiales,ERR1203950,18048_1#67,gut,56.06060606,1,1,3550350,,,,,,
1255,Lachnospiraceae,Clostridiales,ERR2221404,20298_3#81,gut,56.06060606,1,1,3384917,,,,,,
1256,Lachnospiraceae,Clostridiales,GCF_000210015.1,,gut,56.06060606,1,1,3811171,,,,,,
1261,Lachnospiraceae,Clostridiales,ERR1203955,18048_1#72,gut,56.06060606,1,1,3477362,,,,,,
1296,Lachnospiraceae,Clostridiales,GCF_000411355.1,,gut,56.06060606,1,1,2828852,,,,,,
1298,Lachnospiraceae,Clostridiales,GCF_000209445.1,,gut,56.06060606,1,1,2888213,,,,,,
1299,Lachnospiraceae,Clostridiales,GCF_000191805.1,,gut,56.06060606,1,1,3108736,,,,,,
1307,Lachnospiraceae,Clostridiales,ERR1022290,13414_6#16,gut,56.06060606,1,1,3274860,cultured from ethanol treated faeces,,,,,
1308,Lachnospiraceae,Clostridiales,ERR1022382,13470_2#85,gut,56.06060606,1,1,3339104,,,,,,
1311,Lachnospiraceae,Clostridiales,ERR1022276,13414_6#1,gut,56.06060606,1,1,3054905,,,,,,
1323,Lachnospiraceae,Clostridiales,ERR1022475,14207_7#84,gut,56.06060606,1,1,3286936,,,,,,
1343,Lachnospiraceae,Clostridiales,ERR2230065,20287_6#33,gut,56.06060606,1,1,3215611,,,,,,
1344,Lachnospiraceae,Clostridiales,ERR1022387,13470_2#90,gut,56.06060606,1,1,3091971,cultured from ethanol treated faeces,,,,,
7,Erysipelotrichaceae,Erysipelotrichales,ERR1022323,13414_6#49,gut,57.57575758,1,1,2778555,isolate cultured after ethanol exposure,,,,,
51,Erysipelotrichaceae,Erysipelotrichales,GCF_000371425.1,,gut,57.57575758,1,1,4851563,,,,,,
52,Erysipelotrichaceae,Erysipelotrichales,GCF_000225685.1,,gut,57.57575758,1,1,5049195,,,,,,
55,Erysipelotrichaceae,Erysipelotrichales,GCF_000242175.1,,gut,57.57575758,1,1,4916076,,,,,,
56,Erysipelotrichaceae,Erysipelotrichales,GCF_000242195.1,,gut,57.57575758,1,1,4477179,,,,,,
57,Erysipelotrichaceae,Erysipelotrichales,ERR1203923,18048_1#40,gut,57.57575758,1,1,4167462,,,,,,
134,Bacillaceae,Bacillales,GCF_000970685.1,,non-host associated,57.57575758,1,1,3664333,,,,,,
293,Alicyclobacillaceae,Bacillales,GCF_000472905.1,,non-host associated,57.57575758,1,1,3455105,,,,,,
836,Anaerovoracaceae,Clostridiales,GCF_000426305.1,,gut,57.57575758,1,1,3316660,,,,,,
1056,Lachnospiraceae,Clostridiales,GCF_000364165.1,,other host associated,57.57575758,1,1,2949058,,,,,,
1057,Lachnospiraceae,Clostridiales,GCF_001304995.1,,gut,57.57575758,1,1,2773000,,,,,,
1096,Lachnospiraceae,Clostridiales,GCF_000155855.1,,gut,57.57575758,1,1,3075967,,,,,,
1105,Lachnospiraceae,Clostridiales,ERR2221161,12718_7#54,gut,57.57575758,1,1,2882026,,,,,,
1127,Lachnospiraceae,Clostridiales,ERR1022272,12718_7#92,gut,57.57575758,1,1,3609841,,,,,,
1135,Lachnospiraceae,Clostridiales,ERR2221391,20298_3#62,gut,57.57575758,1,1,3447004,,,,,,
1157,Lachnospiraceae,Clostridiales,GCF_000403495.2,,other host associated,57.57575758,1,1,4583760,,,,,,
1219,Lachnospiraceae,Clostridiales,ERR1022321,13414_6#47,gut,57.57575758,1,1,3627302,,,,,,
1238,Lachnospiraceae,Clostridiales,GCF_000173815.1,,gut,57.57575758,1,1,4624807,,,,,,
1254,Lachnospiraceae,Clostridiales,GCF_000702025.1,,rumen,57.57575758,1,1,6789009,,,,,,
1258,Lachnospiraceae,Clostridiales,ERR1022435,14207_7#44,gut,57.57575758,1,1,3969174,,,,,,
1260,Lachnospiraceae,Clostridiales,ERR1022295,13414_6#21,gut,57.57575758,1,1,3412985,,,,,,
1262,Lachnospiraceae,Clostridiales,ERR2221270,20287_6#76,gut,57.57575758,1,1,3571890,,,,,,
1297,Lachnospiraceae,Clostridiales,GCF_000411335.1,,gut,57.57575758,1,1,3017763,,,,,,
1312,Lachnospiraceae,Clostridiales,ERR1022388,13470_2#91,gut,57.57575758,1,1,2738572,,,,,,
1320,Lachnospiraceae,Clostridiales,GCF_000403475.2,,other host associated,57.57575758,1,1,4448764,,,,,,
1324,Lachnospiraceae,Clostridiales,ERR1022324,13414_6#50,gut,57.57575758,1,1,3178734,,,,,,
1337,Lachnospiraceae,Clostridiales,GCF_001487105.1,,gut,57.57575758,1,1,3119444,,,,,,
1338,Lachnospiraceae,Clostridiales,GCF_000155205.1,,gut,57.57575758,1,1,2775261,,,,,,
1339,Lachnospiraceae,Clostridiales,GCF_000507785.1,,gut,57.57575758,1,1,3102458,,,,,,
1340,Lachnospiraceae,Clostridiales,ERR1022325,13414_6#51,gut,57.57575758,1,1,2802825,,,,,,
1347,Lachnospiraceae,Clostridiales,GCF_000218385.1,,gut,57.57575758,1,1,3281426,,,,,,
1357,Lachnospiraceae,Clostridiales,GCF_000169475.1,,gut,57.57575758,1,1,3560299,,,,,,
50,Erysipelotrichaceae,Erysipelotrichales,ERR171269,8080_1#80,gut,59.09090909,1,1,4998847,,,,,,
133,Bacillaceae,Bacillales,GCF_001643245.1,,non-host associated,59.09090909,1,1,4109587,,,,,,
282,Caldalkalibacillaceae,Bacillales,GCF_000218765.1,,non-host associated,59.09090909,1,1,2943836,,,,,,
289,Alicyclobacillaceae,Bacillales,GCF_000444055.1,,non-host associated,59.09090909,1,1,4131385,,,,,,
294,Alicyclobacillaceae,Bacillales,GCF_000429525.1,,non-host associated,59.09090909,1,1,3325805,,,,,,
779,Caldicellulosiruptoraceae,Clostridiales,GCF_000955735.1,,non-host associated,59.09090909,1,1,2556907,,,,,,
960,Ruminococcaceae,Clostridiales,GCF_000398925.1,,gut,59.09090909,1,1,3354517,,,,,,
962,Ruminococcaceae,Clostridiales,ERR1022440,14207_7#49,gut,59.09090909,1,1,3001246,,,,,,
973,Ruminococcaceae,Clostridiales,GCF_000421005.1,,rumen,59.09090909,1,1,3091768,,,,,,
975,Ruminococcaceae,Clostridiales,GCF_001244495.1,,gut,59.09090909,1,1,3504017,,,,,,
979,Ruminococcaceae,Clostridiales,ERR2230068,20287_6#37,gut,59.09090909,1,1,3381165,,,,,,
1072,Lachnospiraceae,Clostridiales,ERR1022478,14207_7#87,gut,59.09090909,1,1,3244520,,,,,,
1081,Lachnospiraceae,Clostridiales,ERR1022288,13414_6#14,gut,59.09090909,1,1,2500734,,,,,,
1083,Lachnospiraceae,Clostridiales,ERR1334282,18623_5#69,gut,59.09090909,1,1,3168068,,,,,,
1091,Lachnospiraceae,Clostridiales,GCF_001414325.1,,gut,59.09090909,1,1,3670706,,,,,,
1095,Lachnospiraceae,Clostridiales,GCF_000156015.1,,gut,59.09090909,1,1,2524198,,,,,,
1110,Lachnospiraceae,Clostridiales,GCF_000875945.1,,gut,59.09090909,1,1,3255006,,,,,,
1158,Lachnospiraceae,Clostridiales,ERR1022342,13414_6#68,gut,59.09090909,1,1,3390078,,,,,,
1161,Lachnospiraceae,Clostridiales,ERR1022341,13414_6#67,gut,59.09090909,1,1,3711837,,,,,,
1168,Lachnospiraceae,Clostridiales,GCF_000403335.2,,other host associated,59.09090909,1,1,4926558,,,,,,
1197,Lachnospiraceae,Clostridiales,GCF_000469345.1,,gut,59.09090909,1,1,3494127,,,,,,
1198,Lachnospiraceae,Clostridiales,ERR1022349,13414_6#75,gut,59.09090909,1,1,3362531,,,,,,
1201,Lachnospiraceae,Clostridiales,ERR1022344,13414_6#70,gut,59.09090909,1,1,2919036,,,,,,
1207,Lachnospiraceae,Clostridiales,GCF_000225345.1,,gut,59.09090909,1,1,3643443,,,,,,
1208,Lachnospiraceae,Clostridiales,ERR1204035,18048_2#58,gut,59.09090909,1,1,3883536,,,,,,
1210,Lachnospiraceae,Clostridiales,GCF_000174195.1,,gut,59.09090909,1,1,4116027,,,,,,
1248,Lachnospiraceae,Clostridiales,ERR2221370,20298_3#35,gut,59.09090909,1,1,3568850,,,,,,
1252,Lachnospiraceae,Clostridiales,GCF_000157975.1,,gut,59.09090909,1,1,3624960,,,,,,
1253,Lachnospiraceae,Clostridiales,ERR1022315,13414_6#41,gut,59.09090909,1,1,3590593,,,,,,
1310,Lachnospiraceae,Clostridiales,ERR1022434,14207_7#43,gut,59.09090909,1,1,3776546,,,,,,
1325,Lachnospiraceae,Clostridiales,GCF_000154065.1,,gut,59.09090909,1,1,2962422,,,,,,
1332,Lachnospiraceae,Clostridiales,GCF_000225745.1,,gut,59.09090909,1,1,3889532,,,,,,
1335,Lachnospiraceae,Clostridiales,ERR2221257,20287_6#20,gut,59.09090909,1,1,3405909,,,,,,
1341,Lachnospiraceae,Clostridiales,GCF_000210035.1 ,,gut,59.09090909,1,1,3389421,,,,,,
1342,Lachnospiraceae,Clostridiales,ERR1022404,14207_7#12,gut,59.09090909,1,1,3068182,,,,,,
1348,Lachnospiraceae,Clostridiales,GCF_001028025.1,,gut,59.09090909,1,1,5097899,,,,,,
1349,Lachnospiraceae,Clostridiales,GCF_000190355.1,,gut,59.09090909,1,1,5464187,,,,,,
135,Bacillaceae,Bacillales,GCF_000966185.1,,non-host associated,60.60606061,1,1,3896881,,,,,,
208,Alkalibacillaceae,Bacillales,GCF_000423105.1,,non-host associated,60.60606061,1,1,2752184,,,,,,
222,Amphibacillaceae,Bacillales,GCF_001310395.1,,non-host associated,60.60606061,1,1,3227261,,,,,,
247,Sporanaerobacteraceae,Bacillales,GCF_000430745.1,,non-host associated,60.60606061,1,1,4236795,,,,,,
265,Bacilliaceae_D,Bacillales,GCF_000009825.1,,non-host associated,60.60606061,1,1,4365356,,,,,,
272,Sporolactobacillaceae,Bacillales,GCF_000430685.1,,non-host associated,60.60606061,1,1,3288121,,,,,,
273,Sporolactobacillaceae,Bacillales,GCF_000377985.1,,non-host associated,60.60606061,1,1,2906203,,,,,,
290,Alicyclobacillaceae,Bacillales,GCF_000430585.1,,non-host associated,60.60606061,1,1,3363655,,,,,,
292,Alicyclobacillaceae,Bacillales,GCF_001399675.1,,non-host associated,60.60606061,1,1,5128309,,,,,,
295,Calditerricolaceae,Bacillales,GCF_001311905.1,,non-host associated,60.60606061,1,1,2259511,,,,,,
342,Paenibacillaceae,Bacillales,GCF_000598065.1,,non-host associated,60.60606061,1,1,3037127,,,,,,
727,Desulfovirgulaceae,Clostridiales,GCF_000686645.1,,non-host associated,60.60606061,1,1,2694640,,,,,,
761,uncharacterised family,Clostridiales,ERR2221308,20298_2#31,gut,60.60606061,1,1,2730122,,,,,,
843,Anaerovoracaceae,Clostridiales,ERR2221277,20287_6#86,gut,60.60606061,1,1,4375158,,,,,,
968,Ruminococcaceae,Clostridiales,GCF_000307265.1,,rumen,60.60606061,1,1,3129901,,,,,,
974,Ruminococcaceae,Clostridiales,GCF_000620945.1,,non-host associated,60.60606061,1,1,2454704,,,,,,
980,Ruminococcaceae,Clostridiales,GCF_000492175.1,,non-host associated,60.60606061,1,1,3719723,,,,,,
1073,Lachnospiraceae,Clostridiales,20287_6#24,20287_6#24,gut,60.60606061,1,1,3563198,,,,,,
1080,Lachnospiraceae,Clostridiales,ERR1022423,14207_7#32,gut,60.60606061,1,1,3087258,,,,,,
1082,Lachnospiraceae,Clostridiales,ERR1022422,14207_7#31,gut,60.60606061,1,1,3622069,,,,,,
1084,Lachnospiraceae,Clostridiales,ERR1022326,13414_6#52,gut,60.60606061,1,1,3337477,,,,,,
1085,Lachnospiraceae,Clostridiales,GCF_000185525.1,,gut,60.60606061,1,1,3080092,,,,,,
1086,Lachnospiraceae,Clostridiales,ERR1022473,14207_7#82,gut,60.60606061,1,1,3211672,,,,,,
1087,Lachnospiraceae,Clostridiales,GCF_000332875.2,,gut,60.60606061,1,1,2823270,,,,,,
1088,Lachnospiraceae,Clostridiales,ERR2221197,13154_4#45,gut,60.60606061,1,1,2774140,,,,,,
1129,Lachnospiraceae,Clostridiales,GCF_000210535.1 ,,gut,60.60606061,1,1,3823630,,,,,,
1159,Lachnospiraceae,Clostridiales,ERR1022389,13470_2#92,gut,60.60606061,1,1,4239186,,,,,,
1164,Lachnospiraceae,Clostridiales,ERR1022439,14207_7#48,gut,60.60606061,1,1,7927659,cultured from ethanol treated faeces,,,,,
1165,Lachnospiraceae,Clostridiales,GCF_000218405.2,,gut,60.60606061,1,1,7826366,,,,,,
1169,Lachnospiraceae,Clostridiales,GCF_000403215.1,,other host associated,60.60606061,1,1,6900688,,,,,,
1194,Lachnospiraceae,Clostridiales,GCF_000403255.1,,other host associated,60.60606061,1,1,5135503,,,,,,
1200,Lachnospiraceae,Clostridiales,ERR171282,8080_1#93,gut,60.60606061,1,1,3011906,,,,,,
1209,Lachnospiraceae,Clostridiales,ERR1022293,13414_6#19,gut,60.60606061,1,1,3764358,,,,,,
1211,Lachnospiraceae,Clostridiales,ERR1022345,13414_6#71,gut,60.60606061,1,1,3890916,,,,,,
1293,Lachnospiraceae,Clostridiales,GCF_000209385.2,,gut,60.60606061,1,1,2255204,,,,,,
1294,Lachnospiraceae,Clostridiales,GCF_000156035.2,,gut,60.60606061,1,1,3925524,,,,,,
1295,Lachnospiraceae,Clostridiales,ERR171258,8080_1#69,gut,60.60606061,1,1,2903321,,,,,,
1303,Lachnospiraceae,Clostridiales,ERR171283,8080_1#94,gut,60.60606061,1,1,3303255,,,,,,
1315,Lachnospiraceae,Clostridiales,GCF_000403455.2,,other host associated,60.60606061,1,1,5986022,,,,,,
1330,Lachnospiraceae,Clostridiales,GCF_000169235.1,,gut,60.60606061,1,1,3239139,,,,,,
1331,Lachnospiraceae,Clostridiales,ERR2221275,20287_6#84,gut,60.60606061,1,1,3412763,,,,,,
1333,Lachnospiraceae,Clostridiales,ERR1022384,13470_2#87,gut,60.60606061,1,1,3068351,,,,,,
1336,Lachnospiraceae,Clostridiales,ERR1204069,18048_2#92,gut,60.60606061,1,1,3143512,,,,,,
1351,Lachnospiraceae,Clostridiales,ERR2221158,12718_7#51,gut,60.60606061,1,1,5416764,,,,,,
1353,Lachnospiraceae,Clostridiales,GCF_000526735.1,,gut,60.60606061,1,1,3786147,,,,,,
128,Bacillaceae,Bacillales,GCF_000829435.1,,non-host associated,62.12121212,1,1,3839914,,,,,,
129,Bacillaceae,Bacillales,GCF_000829515.1,,non-host associated,62.12121212,1,1,3711341,,,,,,
145,Bacillaceae,Bacillales,GCF_000383875.1,,non-host associated,62.12121212,1,1,3108040,,,,,,
217,Halobacillaceae,Bacillales,GCF_000469135.1,,non-host associated,62.12121212,1,1,3771516,,,,,,
226,Amphibacillaceae,Bacillales,GCF_001458115.1,,non-host associated,62.12121212,1,1,4277354,,,,,,
227,Amphibacillaceae,Bacillales,GCF_000224785.1,,non-host associated,62.12121212,1,1,3838771,,,,,,
228,Amphibacillaceae,Bacillales,GCA_001311805.1,,non-host associated,62.12121212,1,1,3261844,,,,,,
230,Amphibacillaceae,Bacillales,GCA_001310515.1,,non-host associated,62.12121212,1,1,3047148,,,,,,
262,Bacilliaceae_D,Bacillales,GCF_001484965.1,,non-host associated,62.12121212,1,1,4048434,,,,,,
284,Rubeoparvulaceae,Bacillales,GCF_001049895.1,,non-host associated,62.12121212,1,1,2891195,,,,,,
291,Alicyclobacillaceae,Bacillales,GCF_000702485.1,,non-host associated,62.12121212,1,1,4159844,,,,,,
296,Thermoactinomycetaceae,Bacillales,GCF_000213595.1,,non-host associated,62.12121212,1,1,3699647,,,,,,
726,Desulfurisporaceae,Clostridiales,GCF_000376385.1,,non-host associated,62.12121212,1,1,2868617,,,,,,
756,Thermosinaceae,Clostridiales,GCF_000169155.1,,non-host associated,62.12121212,1,1,2937962,,,,,,
842,Anaerovoracaceae,Clostridiales,ERR1022419,14207_7#28,gut,62.12121212,1,1,4367306,,,,,,
844,Anaerovoracaceae,Clostridiales,ERR2221367,20298_3#32,oral,62.12121212,1,1,4405205,,,,,,
964,Ruminococcaceae,Clostridiales,GCF_001305135.1,,gut,62.12121212,1,1,3165921,,,,,,
965,Ruminococcaceae,Clostridiales,ERR1022441,14207_7#50,gut,62.12121212,1,1,3049095,,,,,,
969,Ruminococcaceae,Clostridiales,GCF_000403435.2,,other host associated,62.12121212,1,1,4504064,,,,,,
977,Ruminococcaceae,Clostridiales,ERR1203965,18048_1#82,gut,62.12121212,1,1,3411516,,,,,,
978,Ruminococcaceae,Clostridiales,ERR1022445,14207_7#54,gut,62.12121212,1,1,3879595,,,,,,
981,Ruminococcaceae,Clostridiales,ERR1022451,14207_7#60,gut,62.12121212,1,1,3122277,,,,,,
982,Ruminococcaceae,Clostridiales,ERR1022409,14207_7#18,gut,62.12121212,1,1,2939356,,,,,,
983,Ruminococcaceae,Clostridiales,ERR1022336,13414_6#62,gut,62.12121212,1,1,2782553,,,,,,
1055,Lachnospiraceae,Clostridiales,GCF_001311925.1,,gut,62.12121212,1,1,4128774,,,,,,
1103,Lachnospiraceae,Clostridiales,ERR1022277,13414_6#2,gut,62.12121212,1,1,3077759,,,,,,
1160,Lachnospiraceae,Clostridiales,ERR2230056,20287_6#17,gut,62.12121212,1,1,4066060,,,,,,
1166,Lachnospiraceae,Clostridiales,GCF_000466465.2,,gut,62.12121212,1,1,6741969,,,,,,
1167,Lachnospiraceae,Clostridiales,ERR2221109,11861_6#91,gut,62.12121212,1,1,7083131,,,,,,
1193,Lachnospiraceae,Clostridiales,GCF_000403845.2,,other host associated,62.12121212,1,1,4046406,,,,,,
1195,Lachnospiraceae,Clostridiales,GCF_000403315.2,,other host associated,62.12121212,1,1,5286984,,,,,,
1212,Lachnospiraceae,Clostridiales,ERR2221171,12718_7#64,gut,62.12121212,1,1,4452069,,,,,,
1213,Lachnospiraceae,Clostridiales,GCF_000156535.1,,gut,62.12121212,1,1,4453888,,,,,,
