gene,scaffold,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags,virus.tax.id,virus.name,virus.lineage,refseq.id,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family.etc,pmid,evidence,sample.type,source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_40,NC_048797.1,NA,NA,NA,NA,NA,NA,1,MK,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_173,NC_048797.1,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,M,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203,NC_048797.1,K03091,sigH;RNA polymerase sigma-H factor,MISC,Transcription,Sigma factors,RNA synthesis and degradation,1,M,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203,NC_048797.1,K03091,sigE;RNA polymerase sigma-E factor,MISC,Sigma factors and their control,Sigma factors,Regulation of gene expression,1,M,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203,NC_048797.1,K03091,sigG;RNA polymerase sigma-G factor,MISC,Sporulation proteins,Sporulation proteins/ other,Sporulation,1,M,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048797.1_203,NC_048797.1,K03091,sigF;RNA polymerase sigma-F factor,MISC,Sporulation proteins,Sporulation proteins/ other,Sporulation,1,M,2593638,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia; Priestia megaterium,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048800.1_35,NC_048800.1,NA,NA,NA,NA,NA,NA,1,MK,2596673,Serratia phage MyoSmar,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_048800,NA,NA,NA,615,Serratia marcescens,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_30,NC_048802.1,K01520,dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",1,M,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_36,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_39,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_49,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_73,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_74,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_158,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048802.1_200,NC_048802.1,NA,NA,NA,NA,NA,NA,1,MK,2601680,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_36,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_40,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_50,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_74,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_75,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_159,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048804.1_200,NC_048804.1,NA,NA,NA,NA,NA,NA,1,MK,2650877,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_74,NC_048807.1,GH48,"GH48 reducing end-acting cellobiohydrolase (EC 3.2.1.176); endo-beta-1,4-glucanase (EC 3.2.1.4); chitinase (EC 3.2.1.14)",carbon utilization,CAZY,"Crystalline Cellulose Backbone Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose)",Glycoside Hydrolases,1,M,2601643,Erwinia phage pEp_SNUABM_01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vequintavirinae; unclassified Vequintavirinae,NC_048807,NA,NA,NA,79967,Erwinia pyrifoliae,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae; Erwinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_75,NC_048807.1,GH5,"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);",carbon utilization,CAZY,"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage",Glycoside Hydrolases,1,MKE,2601643,Erwinia phage pEp_SNUABM_01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vequintavirinae; unclassified Vequintavirinae,NC_048807,NA,NA,NA,79967,Erwinia pyrifoliae,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae; Erwinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_120,NC_048807.1,NA,NA,NA,NA,NA,NA,1,MK,2601643,Erwinia phage pEp_SNUABM_01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vequintavirinae; unclassified Vequintavirinae,NC_048807,NA,NA,NA,79967,Erwinia pyrifoliae,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae; Erwinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048807.1_168,NC_048807.1,NA,NA,NA,NA,NA,NA,1,MK,2601643,Erwinia phage pEp_SNUABM_01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vequintavirinae; unclassified Vequintavirinae,NC_048807,NA,NA,NA,79967,Erwinia pyrifoliae,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae; Erwinia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048808.1_1,NC_048808.1,NA,NA,NA,NA,NA,NA,1,MKF,2596884,Salmonella phage OSY-STA,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,NC_048808,NA,NA,NA,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048809.1_77,NC_048809.1,NA,NA,NA,NA,NA,NA,1,MK,2601697,Salmonella phage 2-3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,NC_048809,NA,NA,NA,59201,Salmonella enterica subsp. enterica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048811.1_101,NC_048811.1,NA,NA,NA,NA,NA,NA,1,MK,2601628,Salmonella phage 1-29,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,NC_048811,NA,NA,NA,59201,Salmonella enterica subsp. enterica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048812.1_72,NC_048812.1,NA,NA,NA,NA,NA,NA,1,MK,2599843,Gordonia phage Gibbin,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_048812,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048813.1_69,NC_048813.1,NA,NA,NA,NA,NA,NA,1,MK,2599848,Gordonia phage Ranch,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_048813,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048814.1_64,NC_048814.1,NA,NA,NA,NA,NA,NA,1,MK,2599845,Gordonia phage Lambo,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_048814,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048815.1_70,NC_048815.1,NA,NA,NA,NA,NA,NA,1,MK,2599849,Gordonia phage Sadboi,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_048815,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048818.1_102,NC_048818.1,NA,NA,NA,NA,NA,NA,1,MK,2608320,Escherichia virus VEc33,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,NC_048818,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048819.1_39,NC_048819.1,NA,NA,NA,NA,NA,NA,1,MK,2653652,Salmonella phage 1-19,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,NC_048819,NA,NA,NA,59201,Salmonella enterica subsp. enterica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048820.1_83,NC_048820.1,NA,NA,NA,NA,NA,NA,1,MK,2653716,Gordonia phage Jellybones,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Montyvirus; unclassified Montyvirus,NC_048820,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048826.1_71,NC_048826.1,NA,NA,NA,NA,NA,NA,1,MK,2656545,Gordonia phage Yikes,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_048826,NA,NA,NA,36822,Gordonia rubripertincta,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,"NCBI Virus, RefSeq",NA,NA
