gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits	virus.tax.id	virus.name	virus.lineage	refseq.id.y	KEGG.GENOME	KEGG.DISEASE	DISEASE	host.tax.id	host.name	host.lineage	domain	phylum	class	order	family	genus.etc	pmid	evidence	sample.type	source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047727.1_63	NC_047727	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	229	10	3	FALSE	0.03930131	9	176	26	12	5	1	1195080	Staphylococcus phage P4W	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_047727	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047728.1_63	NC_047728	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	229	10	3	FALSE	0.03930131	9	177	25	12	5	1	516541	Staphylococcus phage A5W	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_047728	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047729.1_6	NC_047729	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	FM	0	FALSE	0	217	6	3	FALSE	0.046082949	9	158	30	13	6	1	1610830	Staphylococcus phage IME-SA1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_047729	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047730.1_42	NC_047730	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	221	6	3	FALSE	0.045248869	8	158	37	13	4	1	1610831	Staphylococcus phage IME-SA2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_047730	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047731.1_78	NC_047731	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	211	6	3	FALSE	0.047393365	9	157	26	13	5	1	1673884	Staphylococcus phage IME-SA118	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1; Staphylococcus phage Team1	NC_047731	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047732.1_25	NC_047732	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	215	6	3	FALSE	0.046511628	9	161	26	13	5	1	1673874	Staphylococcus phage IME-SA119	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_047732	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_88	NC_047735	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	217	7	3	FALSE	0.050691244	9	158	30	14	5	1	1126951	Bacillus phage BCU4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78	NC_047735	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	217	7	3	FALSE	0.050691244	9	158	30	14	5	1	1126951	Bacillus phage BCU4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78	NC_047735	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	217	7	3	FALSE	0.050691244	9	158	30	14	5	1	1126951	Bacillus phage BCU4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus BCP78	NC_047735	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047736.1_133	NC_047736	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	282	5	2	FALSE	0.039007092	9	226	26	14	5	2	1126949	Bacillus phage B5S	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus B4; Bacillus phage B4	NC_047736	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_24	NC_047744	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	228	6	3	FALSE	0.043859649	9	166	31	13	6	3	1445811	Bacillus phage Bp8p-T	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC	NC_047744	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	228	6	3	FALSE	0.043859649	9	166	31	13	6	3	1445811	Bacillus phage Bp8p-T	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC	NC_047744	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	228	6	3	FALSE	0.043859649	9	166	31	13	6	3	1445811	Bacillus phage Bp8p-T	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC	NC_047744	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047767.1_65	NC_047767	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	201	3	2	FALSE	0.029850746	8	90	88	9	5	1	1868844	Staphylococcus phage vB_SscM-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Sciuriunavirus; Staphylococcus virus SscM1	NC_047767	NA	NA	NA	29387	Staphylococcus sp.	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047770.1_87	NC_047770	K00973	spsI;dTDP-glucose pyrophosphorylase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	278	8	4	FALSE	0.043165468	9	163	87	14	2	3	1881104	Escherichia phage ESCO13	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Phapecoctavirus	NC_047770	NA	NA	NA	562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047776.1_86	NC_047776	K00973	spsI;dTDP-glucose pyrophosphorylase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	267	9	4	FALSE	0.04494382	9	158	80	14	2	4	1897495	Escherichia phage ESCO5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Phapecoctavirus; Escherichia virus ESCO5	NC_047776	NA	NA	NA	562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047786.1_76	NC_047786	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	80	17	1	FALSE	0.025	0	52	22	4	0	2	1913114	Salmonella phage vB_SenS_Sasha	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Sashavirus; Salmonella virus Sasha	NC_047786	NA	NA	NA	192955	Salmonella enterica subsp. enterica serovar Kentucky	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella; Salmonella enterica	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_208	NC_047838	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK	0	FALSE	0	257	6	27	FALSE	0.105058366	22	109	84	36	5	1	2023996	Synechococcus phage Bellamy	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Bellamyvirus; Synechococcus virus Bellamy	NC_047838	NA	NA	NA	1129	Synechococcus	Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae	Bacteria	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Synechococcaceae	NA	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047887.1_84	NC_047887	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	143	5	2	FALSE	0.06993007	13	43	64	16	1	6	2041492	Pectobacterium phage DU_PP_V	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Mccorquodalevirinae; Hongcheonvirus; Pectobacterium virus DUPPV	NC_047887	NA	NA	NA	1913084	Pectobacterium sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047911.1_42	NC_047911	K01449	cwlJ;cell wall hydrolase CwlJ	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	65	2	1	FALSE	0.030769231	3	10	45	5	0	2	2070183	Faecalibacterium phage FP_Lagaffe	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lagaffevirus; Faecalibacterium virus Lagaffe	NC_047911	NA	NA	NA	853	Faecalibacterium prausnitzii	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047911.1_42	NC_047911	K01449	sleB;spore cortex-lytic enzyme	MISC	Germination	Additional germination proteins	Sporulation	1	M	0	FALSE	0	65	2	1	FALSE	0.030769231	3	10	45	5	0	2	2070183	Faecalibacterium phage FP_Lagaffe	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lagaffevirus; Faecalibacterium virus Lagaffe	NC_047911	NA	NA	NA	853	Faecalibacterium prausnitzii	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047914.1_25	NC_047914	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	85	4	1	FALSE	0	3	13	64	5	0	0	2070186	Faecalibacterium phage FP_Taranis	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Taranisvirus; Faecalibacterium virus Taranis	NC_047914	NA	NA	NA	853	Faecalibacterium prausnitzii	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047945.1_182	NC_047945	K07175	ylaK;hypothetical protein	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK	0	FALSE	0	209	2	1	FALSE	0.038277512	8	90	95	11	4	1	2126734	Staphylococcus phage phiSA_BS1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS1	NC_047945	NA	NA	NA	29387	Staphylococcus sp.	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047948.1_56	NC_047948	K07175	ylaK;hypothetical protein	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK	0	FALSE	0	219	2	1	FALSE	0.03652968	8	98	97	11	4	1	2126724	Staphylococcus phage phiSA_BS2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS2	NC_047948	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047976.1_81	NC_047976	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	86	0	1	FALSE	0.011627907	1	15	69	1	0	0	2182400	Microbacterium phage Paschalis	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus	NC_047976	NA	NA	NA	104336	Microbacterium foliorum	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047988.1_80	NC_047988	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	86	0	1	FALSE	0.023255814	1	16	67	2	0	0	2201437	Microbacterium phage Metamorphoo	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus Metamorphoo	NC_047988	NA	NA	NA	199592	Microbacterium paraoxydans	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_82	NC_047989	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	87	0	2	FALSE	0.011494253	1	15	70	1	0	0	2201442	Microbacterium phage RobsFeet	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus RobsFeet	NC_047989	NA	NA	NA	199592	Microbacterium paraoxydans	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047993.1_86	NC_047993	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	90	0	1	FALSE	0.011111111	1	17	71	1	0	0	2201441	Microbacterium phage Quhwah	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus	NC_047993	NA	NA	NA	104336	Microbacterium foliorum	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048020.1_82	NC_048020	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	86	0	1	FALSE	0.011627907	1	16	68	1	0	0	2283289	Microbacterium phage KaiHaiDragon	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus	NC_048020	NA	NA	NA	104336	Microbacterium foliorum	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048106.1_137	NC_048106	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	175	18	6	FALSE	0.045714286	7	14	143	11	0	0	2053653	Synechococcus phage S-CBWM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Aokuangvirus; Synechococcus virus SCBWM1	NC_048106	NA	NA	NA	1353134	Synechococcus sp. CBW1002	Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	Bacteria	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048106.1_137	NC_048106	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	175	18	6	FALSE	0.045714286	7	14	143	11	0	0	2053653	Synechococcus phage S-CBWM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Aokuangvirus; Synechococcus virus SCBWM1	NC_048106	NA	NA	NA	1353134	Synechococcus sp. CBW1002	Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	Bacteria	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048139.1_96	NC_048139	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	120	10	2	FALSE	0.016666667	3	14	100	2	1	0	2499072	Streptomyces phage Hiyaa	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Hiyaavirus; Streptomyces virus Hiyaa	NC_048139	NA	NA	NA	1916	Streptomyces lividans	Bacteria; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048140.1_39	NC_048140	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	TM	0	FALSE	0	55	6	1	TRUE	0	3	11	39	1	1	0	2499009	Arthrobacter phage Maja	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Majavirus; Arthrobacter virus Maja	NC_048140	NA	NA	NA	1665	Arthrobacter globiformis	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048165.1_84	NC_048165	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF	0	FALSE	0	89	0	2	FALSE	0.011235955	1	15	72	1	0	0	2530118	Microbacterium phage Fireman	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus Fireman	NC_048165	NA	NA	NA	199592	Microbacterium paraoxydans	Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Microbacterium	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048196.1_86	NC_048196	K00973	spsI;dTDP-glucose pyrophosphorylase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	282	7	4	FALSE	0.042553191	8	169	86	14	2	3	2508195	Escherichia phage vB_EcoM_Schickermooser	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Phapecoctavirus; Escherichia virus Schickermooser	NC_048196	NA	NA	NA	562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048628.1_28	NC_048628	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	66	8	1	FALSE	0.015151515	9	36	18	2	1	0	1118064	Bacillus phage BceA1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_048628	NA	NA	NA	86661	Bacillus cereus group	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	22815791	Literature	NA	NA
