gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_13	NC_047715.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_14	NC_047715.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_41	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_107	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_111	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_129	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_134	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_149	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_168	NC_047715.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_168	NC_047715.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_176	NC_047715.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_179	NC_047715.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_180	NC_047715.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_181	NC_047715.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047715.1_195	NC_047715.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_14	NC_047716.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_15	NC_047716.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_42	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_105	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_127	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_132	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_146	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_168	NC_047716.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_168	NC_047716.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_176	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_180	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_181	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_185	NC_047716.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047716.1_200	NC_047716.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_14	NC_047717.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_15	NC_047717.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_42	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_105	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_127	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_132	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_146	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_168	NC_047717.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_168	NC_047717.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_176	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_180	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_181	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_185	NC_047717.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047717.1_200	NC_047717.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_12	NC_047718.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_13	NC_047718.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_25	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_39	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_47	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_82	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_90	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_96	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_112	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_142	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_149	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_167	NC_047718.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_167	NC_047718.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_180	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_182	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_186	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_188	NC_047718.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047718.1_201	NC_047718.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_12	NC_047719.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_13	NC_047719.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_25	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_39	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_47	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_94	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_100	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_116	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_146	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_153	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_172	NC_047719.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_172	NC_047719.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_186	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_188	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_192	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_194	NC_047719.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047719.1_207	NC_047719.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047720.1_115	NC_047720.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047720.1_187	NC_047720.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047720.1_189	NC_047720.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047721.1_53	NC_047721.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047721.1_55	NC_047721.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047721.1_130	NC_047721.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047722.1_61	NC_047722.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047722.1_63	NC_047722.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047722.1_198	NC_047722.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047723.1_58	NC_047723.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047723.1_60	NC_047723.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047723.1_179	NC_047723.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047724.1_62	NC_047724.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047724.1_64	NC_047724.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047724.1_198	NC_047724.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047725.1_62	NC_047725.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047725.1_64	NC_047725.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047725.1_198	NC_047725.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047726.1_61	NC_047726.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047726.1_63	NC_047726.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047726.1_201	NC_047726.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047727.1_61	NC_047727.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047727.1_63	NC_047727.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047727.1_198	NC_047727.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047728.1_61	NC_047728.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047728.1_63	NC_047728.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047728.1_198	NC_047728.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047729.1_4	NC_047729.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047729.1_6	NC_047729.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047729.1_148	NC_047729.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047730.1_40	NC_047730.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047730.1_42	NC_047730.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047730.1_188	NC_047730.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047731.1_6	NC_047731.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047731.1_76	NC_047731.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047731.1_78	NC_047731.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047732.1_25	NC_047732.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047732.1_27	NC_047732.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047732.1_100	NC_047732.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_13	NC_047733.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_14	NC_047733.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_31	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_107	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_124	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_125	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_147	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_154	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_173	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_180	NC_047733.1	K02639	ferredoxin	Energy	Photosynthesis		Cytochrome b6f complex	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_186	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_188	NC_047733.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047733.1_200	NC_047733.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_17	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_22	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_24	NC_047734.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_25	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_33	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_35	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_36	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_60	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_61	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_88	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_90	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_174	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_179	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_191	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_193	NC_047734.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_194	NC_047734.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_195	NC_047734.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_203	NC_047734.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_209	NC_047734.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047734.1_211	NC_047734.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_11	NC_047735.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_88	NC_047735.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735.1	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735.1	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735.1	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047735.1_96	NC_047735.1	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047736.1_12	NC_047736.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047736.1_133	NC_047736.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_24	NC_047744.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744.1	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744.1	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744.1	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_45	NC_047744.1	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047744.1_168	NC_047744.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047745.1_59	NC_047745.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047745.1_68	NC_047745.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047749.1_75	NC_047749.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047752.1_34	NC_047752.1	GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047754.1_135	NC_047754.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047756.1_77	NC_047756.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047760.1_104	NC_047760.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047763.1_19	NC_047763.1	K00640	serine O-acetyltransferase [EC:2.3.1.30] [RN:R00586]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, serine => cysteine	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047767.1_63	NC_047767.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047767.1_65	NC_047767.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047770.1_81	NC_047770.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047770.1_85	NC_047770.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047770.1_87	NC_047770.1	K00973	spsI;dTDP-glucose pyrophosphorylase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047770.1_88	NC_047770.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047776.1_80	NC_047776.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047776.1_84	NC_047776.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047776.1_86	NC_047776.1	K00973	spsI;dTDP-glucose pyrophosphorylase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047776.1_87	NC_047776.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047786.1_76	NC_047786.1	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047790.1_22	NC_047790.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047791.1_70	NC_047791.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047792.1_23	NC_047792.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047793.1_23	NC_047793.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047795.1_37	NC_047795.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047796.1_123	NC_047796.1	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047796.1_125	NC_047796.1	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047804.1_41	NC_047804.1	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		DNA polymerase III complex, bacteria	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047804.1_41	NC_047804.1	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047815.1_19	NC_047815.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047815.1_43	NC_047815.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047815.1_113	NC_047815.1	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047822.1_37	NC_047822.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047830.1_74	NC_047830.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047835.1_50	NC_047835.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_14	NC_047838.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_42	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_43	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_45	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_63	NC_047838.1	K02639	ferredoxin	Energy	Photosynthesis		Cytochrome b6f complex	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_75	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_138	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_145	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_181	NC_047838.1							1	MKB
