refseq.id	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
NC_048038.1	0	FALSE	0	60	2	1	FALSE	0.016666667	3	31	23	2	1	0
NC_048039.1	0	FALSE	0	100	10	0	FALSE	0.01	2	42	54	1	0	1
NC_048040.1	0	FALSE	0	103	10	0	FALSE	0.009708738	3	43	55	1	0	1
NC_048041.1	0	FALSE	0	158	4	2	FALSE	0.075949367	10	25	101	19	1	2
NC_048042.1	0	FALSE	0	76	3	0	FALSE	0.065789474	6	53	6	7	1	3
NC_048043.1	0	FALSE	0	79	4	0	FALSE	0.063291139	7	53	8	7	1	3
NC_048044.1	0	FALSE	0	75	3	0	FALSE	0.066666667	7	52	5	7	1	3
NC_048045.1	0	FALSE	0	347	14	4	FALSE	0.017291066	11	262	67	6	0	1
NC_048046.1	0	FALSE	0	492	31	7	FALSE	0.020325203	11	152	318	10	0	1
NC_048047.1	0	FALSE	0	559	20	5	FALSE	0.017889088	8	85	454	10	0	2
NC_048048.1	0	FALSE	0	549	20	6	FALSE	0.02003643	8	87	441	11	0	2
NC_048049.1	0	FALSE	0	223	10	22	FALSE	0.089686099	21	102	65	30	4	1
NC_048052.1	0	FALSE	0	49	0	0	FALSE	0.020408163	16	10	12	1	3	7
NC_048053.1	0	FALSE	0	322	8	2	FALSE	0.01242236	13	50	251	4	2	2
NC_048054.1	0	FALSE	0	334	4	3	FALSE	0.011976048	13	51	262	4	2	2
NC_048055.1	0	FALSE	0	44	0	0	FALSE	0	13	6	23	0	1	1
NC_048056.1	0	FALSE	0	58	2	0	FALSE	0	12	34	9	0	0	3
NC_048057.1	0	FALSE	0	50	0	0	FALSE	0.02	16	7	19	1	2	5
NC_048058.1	0	FALSE	0	57	2	0	FALSE	0	12	35	7	0	0	3
NC_048059.1	0	FALSE	0	51	0	0	FALSE	0.019607843	16	6	20	1	2	6
NC_048060.1	0	FALSE	0	51	0	0	FALSE	0.019607843	16	5	22	1	2	5
NC_048061.1	0	FALSE	0	55	2	0	FALSE	0	12	34	6	0	0	3
NC_048062.1	0	FALSE	0	161	7	1	FALSE	0.086956522	13	103	16	22	1	6
NC_048063.1	0	FALSE	0	48	0	0	FALSE	0.020833333	17	16	3	1	4	7
NC_048064.1	0	FALSE	0	53	0	0	FALSE	0.018867925	11	27	11	1	1	2
NC_048065.1	0	FALSE	0	84	3	0	FALSE	0.05952381	6	60	7	7	1	3
NC_048066.1	0	FALSE	0	42	4	0	FALSE	0.023809524	4	15	17	5	1	0
NC_048067.1	0	FALSE	0	58	8	1	FALSE	0.103448276	4	13	35	6	0	0
NC_048068.1	0	FALSE	0	102	2	0	FALSE	0	0	11	91	0	0	0
NC_048069.1	0	FALSE	0	61	2	0	FALSE	0	3	15	42	1	0	0
NC_048070.1	0	FALSE	0	57	2	0	FALSE	0	3	12	41	1	0	0
NC_048071.1	0	FALSE	0	50	1	0	FALSE	0.02	16	18	5	1	3	7
NC_048072.1	0	FALSE	0	55	4	1	FALSE	0	2	18	33	0	1	1
NC_048073.1	0	FALSE	0	103	7	1	FALSE	0	5	39	54	2	1	2
NC_048074.1	0	FALSE	0	166	6	1	FALSE	0.030120482	9	51	92	9	3	2
NC_048075.1	0	FALSE	0	170	4	1	FALSE	0.029411765	9	52	95	9	3	2
NC_048076.1	0	FALSE	0	51	0	0	FALSE	0.019607843	13	30	6	1	0	1
NC_048077.1	0	FALSE	0	329	10	1	FALSE	0.009118541	13	50	259	3	2	2
NC_048078.1	0	FALSE	0	49	0	0	FALSE	0.06122449	17	15	4	3	3	7
NC_048079.1	0	FALSE	0	51	0	0	FALSE	0.058823529	17	16	5	3	3	7
NC_048080.1	0	FALSE	0	165	4	1	FALSE	0.03030303	9	52	90	9	3	2
NC_048081.1	0	FALSE	0	50	0	0	FALSE	0.02	13	29	6	1	0	1
NC_048082.1	0	FALSE	0	46	0	0	FALSE	0.043478261	17	13	4	2	3	7
NC_048083.1	0	FALSE	0	102	12	1	FALSE	0.009803922	3	42	54	1	0	2
NC_048084.1	0	FALSE	0	171	9	1	TRUE	0.058479532	9	41	102	13	5	1
NC_048085.1	0	FALSE	0	174	9	1	TRUE	0.057471264	7	40	108	13	5	1
NC_048086.1	0	FALSE	0	144	5	1	FALSE	0.076388889	14	31	74	18	1	6
NC_048087.1	0	FALSE	0	198	4	1	FALSE	0.055555556	9	94	74	14	6	1
NC_048088.1	0	FALSE	0	76	6	0	FALSE	0.065789474	5	31	30	7	1	2
NC_048089.1	0	FALSE	0	166	8	1	FALSE	0.084337349	13	102	22	22	1	6
NC_048090.1	0	FALSE	0	69	8	0	FALSE	0	5	14	48	1	1	0
NC_048091.1	0	FALSE	0	65	8	0	TRUE	0.015384615	5	10	49	1	0	0
NC_048092.1	0	FALSE	0	64	6	0	TRUE	0.015625	5	10	48	1	0	0
NC_048093.1	0	FALSE	0	68	4	0	FALSE	0.029411765	6	15	44	3	0	0
NC_048094.1	0	FALSE	0	58	6	1	FALSE	0.017241379	4	12	41	1	0	0
NC_048095.1	0	FALSE	0	68	8	0	TRUE	0.014705882	5	10	52	1	0	0
NC_048096.1	0	FALSE	0	66	7	2	FALSE	0.03030303	4	12	48	2	0	0
NC_048097.1	0	FALSE	0	66	4	1	FALSE	0.015151515	6	9	48	2	0	1
NC_048098.1	0	FALSE	0	67	2	0	FALSE	0	4	24	36	1	1	1
NC_048099.1	0	FALSE	0	68	4	0	FALSE	0.014705882	4	20	40	2	1	1
NC_048100.1	0	FALSE	0	70	4	0	FALSE	0	4	18	45	1	1	1
NC_048101.1	0	FALSE	0	57	3	0	FALSE	0	2	11	41	1	1	1
NC_048102.1	0	FALSE	0	179	4	15	FALSE	0.083798883	20	114	15	23	6	1
NC_048103.1	0	FALSE	0	62	0	0	FALSE	0	12	26	22	0	0	2
NC_048104.1	0	FALSE	0	82	4	0	TRUE	0.036585366	6	22	49	4	1	0
NC_048105.1	0	FALSE	0	43	0	0	FALSE	0.023255814	17	13	2	1	3	7
NC_048106.1	0	FALSE	0	175	18	6	FALSE	0.045714286	7	14	143	11	0	0
NC_048107.1	0	FALSE	0	20	1	0	FALSE	0.1	5	11	1	2	1	0
NC_048108.1	0	FALSE	0	46	0	0	FALSE	0.02173913	17	14	4	1	3	7
NC_048109.1	0	FALSE	0	47	6	0	FALSE	0.021276596	6	13	16	7	2	3
NC_048110.1	0	FALSE	0	165	5	1	FALSE	0.084848485	13	103	21	21	1	6
NC_048111.1	0	FALSE	0	48	0	0	FALSE	0.020833333	12	16	18	1	0	1
NC_048112.1	0	FALSE	0	61	6	2	FALSE	0.114754098	5	11	38	7	0	0
NC_048113.1	0	FALSE	0	59	4	1	FALSE	0.101694915	5	11	37	6	0	0
NC_048114.1	0	FALSE	0	49	0	0	FALSE	0.020408163	16	16	7	1	3	6
NC_048115.1	0	FALSE	0	66	2	0	FALSE	0.015151515	6	12	46	2	0	0
NC_048116.1	0	FALSE	0	56	4	0	FALSE	0	12	33	8	0	0	3
NC_048117.1	0	FALSE	0	57	0	0	FALSE	0	12	33	9	0	0	3
NC_048118.1	0	FALSE	0	55	0	0	FALSE	0	12	31	9	0	0	3
NC_048119.1	0	FALSE	0	60	2	0	TRUE	0	12	31	14	0	0	3
NC_048120.1	0	FALSE	0	58	2	0	FALSE	0	13	35	7	0	0	3
NC_048121.1	0	FALSE	0	85	4	0	FALSE	0	6	17	61	0	1	0
NC_048122.1	0	FALSE	0	86	4	0	FALSE	0	6	17	62	0	1	0
NC_048123.1	0	FALSE	0	55	0	0	FALSE	0.018181818	12	7	35	1	0	0
NC_048124.1	0	FALSE	0	85	2	0	FALSE	0	7	15	62	0	1	0
NC_048125.1	0	FALSE	0	82	4	0	FALSE	0	6	15	60	0	1	0
NC_048126.1	0	FALSE	0	73	4	0	FALSE	0.068493151	6	48	8	7	1	3
NC_048129.1	0	FALSE	0	49	1	0	FALSE	0.020408163	16	13	10	1	3	6
NC_048130.1	0	FALSE	0	53	0	0	FALSE	0.018867925	16	17	9	1	3	7
NC_048131.1	0	FALSE	0	48	1	0	FALSE	0	16	16	6	0	3	7
NC_048132.1	0	FALSE	0	84	6	0	FALSE	0.05952381	5	42	26	7	1	3
NC_048133.1	0	FALSE	0	31	1	0	FALSE	0.032258065	10	11	8	1	0	1
NC_048134.1	0	FALSE	0	177	6	1	TRUE	0.050847458	7	45	107	12	5	1
NC_048135.1	0	FALSE	0	51	2	0	FALSE	0.039215686	17	15	9	2	3	5
NC_048136.1	0	FALSE	0	50	0	0	FALSE	0.04	17	19	3	2	3	6
NC_048137.1	0	FALSE	0	78	6	0	FALSE	0.064102564	7	28	32	7	1	3
NC_048138.1	0	FALSE	0	48	0	0	FALSE	0	16	14	8	0	3	7
NC_048139.1	0	FALSE	0	120	10	2	FALSE	0.016666667	3	14	100	2	1	0
NC_048140.1	0	FALSE	0	55	6	1	TRUE	0	3	11	39	1	1	0
NC_048141.1	0	FALSE	0	95	9	0	FALSE	0.010526316	2	40	51	1	0	1
NC_048142.1	0	FALSE	0	50	2	0	FALSE	0.04	13	27	7	2	0	1
NC_048143.1	0	FALSE	0	78	4	0	FALSE	0.064102564	7	53	7	7	1	3
NC_048144.1	0	FALSE	0	55	2	1	FALSE	0.018181818	4	37	11	1	1	1
NC_048145.1	0	FALSE	0	163	6	1	FALSE	0.085889571	13	103	19	21	1	6
NC_048146.1	0	FALSE	0	98	10	0	FALSE	0.020408163	3	39	52	2	0	2
NC_048147.1	0	FALSE	0	83	7	1	FALSE	0	5	34	41	1	1	1
NC_048148.1	0	FALSE	0	53	0	0	FALSE	0.018867925	11	14	26	1	0	1
NC_048149.1	0	FALSE	0	167	6	1	FALSE	0.083832335	13	105	21	21	1	6
NC_048150.1	0	FALSE	0	88	12	0	FALSE	0.045454545	3	30	47	6	0	2
NC_048151.1	0	FALSE	0	157	4	2	FALSE	0.076433121	9	21	105	19	1	2
NC_048152.1	0	FALSE	0	95	5	3	FALSE	0.042105263	5	13	73	4	0	0
NC_048153.1	0	FALSE	0	52	4	0	FALSE	0.038461538	1	12	35	3	1	0
NC_048154.1	0	FALSE	0	50	3	1	FALSE	0.02	7	28	11	2	1	1
NC_048155.1	0	FALSE	0	54	3	1	FALSE	0.018518519	6	32	12	2	1	1
NC_048159.1	0	FALSE	0	19	1	0	FALSE	0.105263158	5	11	0	2	1	0
NC_048161.1	0	FALSE	0	50	2	0	FALSE	0.02	17	17	5	1	3	7
NC_048162.1	0	FALSE	0	75	3	0	FALSE	0.066666667	6	49	8	8	1	3
NC_048163.1	0	FALSE	0	49	0	0	FALSE	0.06122449	17	15	4	3	3	7
NC_048164.1	0	FALSE	0	48	0	0	FALSE	0.041666667	16	15	6	2	3	6
NC_048165.1	0	FALSE	0	89	0	2	FALSE	0.011235955	1	15	72	1	0	0
NC_048166.1	0	FALSE	0	131	2	1	FALSE	0.007633588	4	12	109	4	0	2
NC_048167.1	0	FALSE	0	49	1	0	FALSE	0.020408163	12	12	24	1	0	0
NC_048168.1	0	FALSE	0	54	2	0	FALSE	0	14	32	5	0	0	3
NC_048169.1	0	FALSE	0	153	6	1	FALSE	0.006535948	8	92	51	2	0	0
NC_048170.1	0	FALSE	0	250	39	0	FALSE	0.004	7	76	162	1	0	4
NC_048171.1	0	FALSE	0	59	0	3	FALSE	0.016949153	12	21	23	1	1	1
NC_048172.1	0	FALSE	0	54	0	0	FALSE	0	12	31	9	0	0	2
NC_048173.1	0	FALSE	0	234	30	1	FALSE	0.021367521	7	208	11	5	0	3
NC_048174.1	0	FALSE	0	56	2	0	FALSE	0	11	21	23	0	0	1
NC_048175.1	0	FALSE	0	46	0	0	FALSE	0	16	15	5	0	3	7
NC_048176.1	0	FALSE	0	181	21	0	FALSE	0.011049724	4	28	147	2	0	0
NC_048177.1	0	FALSE	0	54	1	0	FALSE	0	12	19	21	0	0	2
NC_048178.1	0	FALSE	0	61	4	1	FALSE	0.098360656	5	10	40	6	0	0
NC_048179.1	0	FALSE	0	76	4	1	FALSE	0.039473684	4	25	37	5	3	2
NC_048180.1	0	FALSE	0	46	0	0	FALSE	0.043478261	17	11	5	2	3	8
NC_048181.1	0	FALSE	0	73	8	0	FALSE	0.04109589	1	46	21	4	1	0
NC_048182.1	0	FALSE	0	287	35	0	FALSE	0.010452962	10	92	180	3	0	2
NC_048183.1	0	FALSE	0	55	0	2	FALSE	0.036363636	12	23	16	2	1	1
NC_048184.1	0	FALSE	0	60	2	1	FALSE	0.033333333	13	32	11	2	1	1
NC_048185.1	0	FALSE	0	80	6	0	FALSE	0.025	2	57	17	3	0	1
NC_048186.1	0	FALSE	0	218	20	2	FALSE	0.036697248	28	129	37	16	5	3
NC_048187.1	0	FALSE	0	146	11	1	FALSE	0.01369863	5	25	109	5	1	1
NC_048188.1	0	FALSE	0	135	9	1	FALSE	0.014814815	6	26	96	5	1	1
NC_048189.1	0	FALSE	0	130	9	1	FALSE	0.015384615	5	23	95	5	1	1
NC_048190.1	0	FALSE	0	144	9	1	FALSE	0.013888889	7	26	104	5	1	1
NC_048191.1	0	FALSE	0	142	9	1	FALSE	0.014084507	5	24	106	5	1	1
NC_048192.1	0	FALSE	0	55	2	0	FALSE	0.018181818	5	34	14	1	1	0
NC_048193.1	0	FALSE	0	90	3	1	FALSE	0.044444444	2	14	69	5	0	0
NC_048194.1	0	FALSE	0	104	12	1	FALSE	0	5	40	54	2	1	2
NC_048195.1	0	FALSE	0	111	10	1	FALSE	0	5	39	62	2	1	2
NC_048196.1	0	FALSE	0	282	7	4	FALSE	0.042553191	8	169	86	14	2	3
NC_048197.1	0	FALSE	0	77	11	0	FALSE	0.038961039	5	22	41	5	2	2
NC_048198.1	0	FALSE	0	78	11	1	FALSE	0.025641026	3	26	41	2	2	4
NC_048200.1	0	FALSE	0	50	0	0	FALSE	0.02	16	18	7	1	3	5
NC_048201.1	0	FALSE	0	49	0	0	FALSE	0.020408163	16	15	9	1	3	5
NC_048202.1	0	FALSE	0	84	6	0	FALSE	0.05952381	5	40	28	7	1	3
NC_048203.1	0	FALSE	0	170	10	1	FALSE	0.094117647	13	106	19	25	1	6
NC_048204.1	0	FALSE	0	80	6	0	FALSE	0.0625	5	42	22	7	1	3
NC_048205.1	0	FALSE	0	162	8	1	FALSE	0.086419753	13	98	22	22	1	6
NC_048206.1	0	FALSE	0	80	6	0	FALSE	0.0625	6	42	21	7	1	3
NC_048207.1	0	FALSE	0	101	2	1	FALSE	0.01980198	2	74	20	3	0	2
NC_048208.1	0	FALSE	0	75	6	0	FALSE	0.026666667	5	43	19	4	1	3
NC_048624.1	0	FALSE	0	75	10	0	FALSE	0.04	5	57	7	3	1	2
NC_048625.1	0	FALSE	0	53	6	0	FALSE	0.018867925	4	28	20	1	0	0
NC_048626.1	0	FALSE	0	95	6	0	FALSE	0	4	82	4	2	1	2
NC_048627.1	0	FALSE	0	162	7	1	FALSE	0.092592593	13	100	19	23	1	6
NC_048628.1	0	FALSE	0	66	8	1	FALSE	0.015151515	9	36	18	2	1	0
NC_048629.1	0	FALSE	0	21	1	1	FALSE	0	6	1	13	0	1	0
NC_048630.1	0	FALSE	0	58	2	0	FALSE	0.034482759	7	17	32	2	0	0
NC_048631.1	0	FALSE	0	54	6	1	FALSE	0.037037037	4	23	22	3	1	1
NC_048632.1	0	FALSE	0	86	10	0	FALSE	0.023255814	2	55	24	5	0	0
NC_048633.1	0	FALSE	0	64	6	2	TRUE	0.046875	7	23	30	3	1	0
NC_048634.1	0	FALSE	0	66	6	0	FALSE	0.075757576	6	48	5	5	1	1
NC_048635.1	0	FALSE	0	63	10	0	FALSE	0.047619048	5	48	5	3	1	1
NC_048636.1	0	FALSE	0	70	6	1	FALSE	0.057142857	5	49	10	4	1	1
NC_048637.1	0	FALSE	0	151	46	4	TRUE	0.026490066	11	6	127	5	0	2
NC_048638.1	0	FALSE	0	85	2	1	FALSE	0.011764706	10	26	47	1	1	0
NC_048639.1	0	FALSE	0	82	2	0	FALSE	0.012195122	10	28	42	1	1	0
NC_048640.1	0	FALSE	0	74	5	4	TRUE	0.013513514	6	14	51	2	0	1
NC_048641.1	0	FALSE	0	68	4	2	TRUE	0.044117647	6	29	29	3	1	0
NC_048642.1	0	FALSE	0	74	10	2	FALSE	0.013513514	4	45	18	5	1	1
NC_048643.1	0	FALSE	0	81	8	2	FALSE	0.024691358	4	49	20	6	1	1
NC_048644.1	0	FALSE	0	63	12	0	FALSE	0.079365079	8	39	8	6	1	1
NC_048645.1	0	FALSE	0	277	14	4	FALSE	0.0433213	30	164	28	29	9	17
NC_048646.1	0	FALSE	0	284	14	5	FALSE	0.045774648	30	168	31	30	9	16
NC_048647.1	0	FALSE	0	217	10	2	FALSE	0.055299539	13	144	40	15	2	3
NC_048648.1	0	FALSE	0	73	6	0	FALSE	0.02739726	3	63	2	5	0	0
NC_048649.1	0	FALSE	0	79	3	0	FALSE	0.012658228	5	28	37	3	3	3
NC_048650.1	0	FALSE	0	179	9	3	FALSE	0	8	20	147	0	2	2
NC_048651.1	0	FALSE	0	81	4	0	FALSE	0.024691358	6	21	48	5	1	0
NC_048652.1	0	FALSE	0	244	6	2	FALSE	0.036885246	10	118	96	12	6	2
NC_048653.1	0	FALSE	0	95	8	0	FALSE	0	9	30	54	0	1	1
NC_048654.1	0	FALSE	0	96	8	0	FALSE	0	9	28	57	0	1	1
NC_048655.1	0	FALSE	0	73	5	0	FALSE	0.02739726	3	62	3	5	0	0
NC_048656.1	0	FALSE	0	260	12	2	FALSE	0.046153846	14	162	64	15	2	3
NC_048657.1	0	FALSE	0	65	5	0	FALSE	0.076923077	7	49	2	5	1	1
NC_048658.1	0	FALSE	0	51	4	0	FALSE	0	7	39	3	1	1	0
NC_048659.1	0	FALSE	0	98	8	0	FALSE	0	9	28	59	0	1	1
NC_048660.1	0	FALSE	0	184	26	3	FALSE	0.043478261	24	42	95	16	4	3
NC_048661.1	0	FALSE	0	25	1	1	FALSE	0	6	3	14	0	2	0
NC_048662.1	0	FALSE	0	91	6	0	FALSE	0	4	77	5	2	1	2
NC_048663.1	0	FALSE	0	92	6	0	FALSE	0	4	79	4	2	1	2
NC_048664.1	0	FALSE	0	139	2	1	FALSE	0.079136691	12	32	82	12	0	1
NC_048665.1	0	FALSE	0	48	6	1	FALSE	0.020833333	4	32	4	4	3	1
NC_048666.1	0	FALSE	0	71	4	0	FALSE	0.028169014	3	61	2	5	0	0
NC_048667.1	0	FALSE	0	38	6	0	FALSE	0	3	11	23	0	1	0
NC_048668.1	0	FALSE	0	352	40	3	FALSE	0.014204545	8	73	263	5	0	3
NC_048669.1	0	FALSE	0	63	4	0	FALSE	0	10	42	10	0	1	0
NC_048670.1	0	FALSE	0	79	3	0	FALSE	0.012658228	3	40	30	4	0	2
NC_048671.1	0	FALSE	0	53	1	1	FALSE	0.037735849	7	16	27	2	0	1
NC_048672.1	0	FALSE	0	54	1	1	FALSE	0.037037037	7	19	25	2	0	1
NC_048673.1	0	FALSE	0	412	14	0	FALSE	0.031553398	33	226	105	27	10	11
NC_048674.1	0	FALSE	0	414	13	0	FALSE	0.033816425	32	216	115	29	10	12
NC_048675.1	0	FALSE	0	91	6	0	FALSE	0	4	78	4	2	1	2
NC_048676.1	0	FALSE	0	92	8	0	FALSE	0	4	78	5	2	1	2
NC_048677.1	0	FALSE	0	186	4	0	FALSE	0.048387097	4	43	122	12	4	1
NC_048678.1	0	FALSE	0	83	0	0	FALSE	0	3	2	78	0	0	0
NC_048679.1	0	FALSE	0	79	0	0	FALSE	0	3	2	74	0	0	0
NC_048680.1	0	FALSE	0	66	2	0	FALSE	0.03030303	5	36	20	3	1	1
NC_048681.1	0	FALSE	0	52	5	0	FALSE	0.057692308	7	36	4	3	1	1
NC_048682.1	0	FALSE	0	248	10	3	FALSE	0.052419355	14	161	55	16	0	2
NC_048683.1	0	FALSE	0	71	5	0	FALSE	0.028169014	3	59	4	5	0	0
NC_048684.1	0	FALSE	0	60	3	0	FALSE	0	2	2	56	0	0	0
NC_048685.1	0	FALSE	0	62	5	0	FALSE	0	2	4	56	0	0	0
NC_048686.1	0	FALSE	0	61	3	0	FALSE	0	2	3	56	0	0	0
NC_048687.1	0	FALSE	0	74	4	0	FALSE	0.013513514	3	16	49	4	1	1
NC_048688.1	0	FALSE	0	64	10	1	TRUE	0.03125	7	34	15	2	2	4
NC_048689.1	0	FALSE	0	68	8	0	TRUE	0.029411765	7	46	9	2	2	2
NC_048690.1	0	FALSE	0	63	6	1	FALSE	0.031746032	6	37	12	2	2	4
NC_048691.1	0	FALSE	0	58	4	1	FALSE	0.034482759	6	34	10	2	2	4
NC_048692.1	0	FALSE	0	63	6	0	FALSE	0.031746032	8	43	5	2	2	3
NC_048693.1	0	FALSE	0	59	6	0	FALSE	0.033898305	7	35	10	2	2	3
NC_048694.1	0	FALSE	0	292	14	1	FALSE	0.02739726	32	126	82	28	11	13
NC_048695.1	0	FALSE	0	101	5	1	FALSE	0.01980198	2	81	13	3	0	2
NC_048696.1	0	FALSE	0	100	0	0	FALSE	0	4	28	64	3	0	1
NC_048697.1	0	FALSE	0	96	8	0	FALSE	0.010416667	9	26	59	1	1	0
NC_048698.1	0	FALSE	0	54	0	1	FALSE	0.018518519	3	32	17	1	1	0
NC_048699.1	0	FALSE	0	95	6	0	FALSE	0	5	81	4	2	1	2
NC_048700.1	0	FALSE	0	96	2	0	FALSE	0	9	50	36	0	1	0
NC_048701.1	0	FALSE	0	61	5	1	FALSE	0.016393443	5	19	33	2	2	0
NC_048702.1	0	FALSE	0	225	22	2	FALSE	0.035555556	28	81	90	16	6	4
NC_048703.1	0	FALSE	0	88	4	0	FALSE	0	9	36	42	0	1	0
NC_048704.1	0	FALSE	0	94	5	0	FALSE	0	9	28	55	0	1	1
NC_048705.1	0	FALSE	0	92	6	1	FALSE	0.02173913	3	60	24	3	0	2
NC_048706.1	0	FALSE	0	65	6	0	FALSE	0	2	2	61	0	0	0
NC_048707.1	0	FALSE	0	22	1	0	FALSE	0	6	10	4	0	1	1
NC_048708.1	0	FALSE	0	64	4	0	FALSE	0	10	39	14	0	1	0
NC_048709.1	0	FALSE	0	198	18	2	FALSE	0.035353535	23	18	133	16	4	4
NC_048710.1	0	FALSE	0	63	3	1	FALSE	0.079365079	7	45	4	5	1	1
NC_048711.1	0	FALSE	0	62	7	0	FALSE	0.064516129	8	43	4	5	1	1
NC_048712.1	0	FALSE	0	27	1	1	FALSE	0.037037037	6	1	18	1	1	0
NC_048713.1	0	FALSE	0	63	6	0	FALSE	0.063492063	7	46	4	4	1	1
NC_048714.1	0	FALSE	0	64	6	1	FALSE	0.046875	6	38	12	3	2	3
NC_048715.1	0	FALSE	0	69	6	0	FALSE	0.028985507	6	41	15	2	2	3
NC_048716.1	0	FALSE	0	63	4	0	FALSE	0.031746032	6	39	11	2	2	3
NC_048717.1	0	FALSE	0	63	10	0	FALSE	0.031746032	6	43	8	2	2	2
NC_048718.1	0	FALSE	0	61	8	0	FALSE	0.016393443	6	34	14	1	2	4
NC_048719.1	0	FALSE	0	209	2	3	FALSE	0.033492823	9	65	124	8	0	3
NC_048720.1	0	FALSE	0	229	10	3	FALSE	0.030567686	10	70	138	8	0	3
NC_048721.1	0	FALSE	0	223	7	2	FALSE	0.022421525	11	115	87	6	0	4
NC_048722.1	0	FALSE	0	225	25	2	FALSE	0.031111111	11	109	93	8	0	4
NC_048723.1	0	FALSE	0	233	5	2	FALSE	0.021459227	11	119	93	6	0	4
NC_048724.1	0	FALSE	0	220	7	2	FALSE	0.022727273	11	121	79	6	0	3
NC_048725.1	0	FALSE	0	55	0	1	FALSE	0.036363636	3	30	19	2	1	0
NC_048726.1	0	FALSE	0	252	8	2	FALSE	0.031746032	10	133	90	11	5	3
NC_048727.1	0	FALSE	0	71	4	0	FALSE	0.028169014	3	61	2	5	0	0
NC_048728.1	0	FALSE	0	221	4	3	FALSE	0.040723982	12	69	127	11	0	2
NC_048729.1	0	FALSE	0	109	7	0	FALSE	0.018348624	4	82	18	3	0	2
NC_048730.1	0	FALSE	0	220	9	2	FALSE	0.022727273	11	118	81	6	0	4
NC_048731.1	0	FALSE	0	160	8	1	FALSE	0.0875	13	89	29	22	1	6
NC_048732.1	0	FALSE	0	80	4	1	FALSE	0.0125	3	41	31	4	0	1
NC_048733.1	0	FALSE	0	47	1	0	FALSE	0	1	4	42	0	0	0
NC_048734.1	0	FALSE	0	104	0	0	FALSE	0	4	38	58	3	0	1
NC_048735.1	0	FALSE	0	82	0	0	FALSE	0.024390244	3	7	65	5	2	0
NC_048736.1	0	FALSE	0	206	20	2	FALSE	0.033980583	29	92	62	15	5	3
NC_048737.1	0	FALSE	0	57	8	0	FALSE	0.01754386	5	33	16	2	1	0
NC_048738.1	0	FALSE	0	22	1	1	FALSE	0	6	2	12	0	2	0
NC_048739.1	0	FALSE	0	28	1	0	FALSE	0.035714286	5	3	18	1	1	0
NC_048740.1	0	FALSE	0	27	2	0	FALSE	0	5	3	18	0	1	0
NC_048741.1	0	FALSE	0	253	10	2	FALSE	0.04743083	13	167	53	15	2	3
NC_048742.1	0	FALSE	0	225	4	3	FALSE	0.035555556	11	66	137	9	0	2
NC_048743.1	0	FALSE	0	99	0	0	FALSE	0.01010101	3	50	42	3	0	1
NC_048744.1	0	FALSE	0	92	5	0	FALSE	0	4	79	4	2	1	2
NC_048745.1	0	FALSE	0	92	6	0	FALSE	0	4	79	4	2	1	2
NC_048746.1	0	FALSE	0	102	2	1	FALSE	0.019607843	2	84	11	3	0	2
NC_048747.1	0	FALSE	0	214	32	0	FALSE	0.009345794	9	175	25	2	0	3
NC_048748.1	0	FALSE	0	176	9	1	FALSE	0.079545455	13	114	19	22	1	7
NC_048749.1	0	FALSE	0	89	3	0	FALSE	0	3	34	50	0	1	1
NC_048750.1	0	FALSE	0	89	0	0	FALSE	0	3	35	49	0	1	1
NC_048751.1	0	FALSE	0	119	8	0	FALSE	0.033613445	1	24	85	6	2	1
NC_048752.1	0	FALSE	0	200	12	1	TRUE	0.025	11	37	139	8	4	1
NC_048753.1	0	FALSE	0	159	5	3	TRUE	0.06918239	8	31	101	14	4	1
NC_048754.1	0	FALSE	0	192	7	2	FALSE	0.03125	7	35	135	9	4	2
NC_048755.1	0	FALSE	0	269	12	8	FALSE	0.026022305	23	25	199	14	3	5
NC_048756.1	0	FALSE	0	162	46	3	TRUE	0.018518519	13	7	136	4	0	2
NC_048757.1	0	FALSE	0	159	45	4	TRUE	0.025157233	11	6	136	4	0	2
NC_048758.1	0	FALSE	0	81	5	1	FALSE	0.024691358	3	21	52	2	1	2
NC_048759.1	0	FALSE	0	98	6	1	FALSE	0	5	35	53	2	2	1
NC_048760.1	0	FALSE	0	163	7	1	FALSE	0.09202454	13	100	20	23	1	6
NC_048761.1	0	FALSE	0	56	1	0	FALSE	0	1	4	51	0	0	0
NC_048762.1	0	FALSE	0	69	6	1	TRUE	0.028985507	4	13	48	3	0	1
NC_048763.1	0	FALSE	0	74	4	1	FALSE	0.027027027	4	27	33	4	3	3
NC_048764.1	0	FALSE	0	73	4	2	FALSE	0.02739726	4	25	35	4	3	2
NC_048765.1	0	FALSE	0	198	18	1	FALSE	0.03030303	24	23	128	14	4	5
NC_048766.1	0	FALSE	0	83	3	0	FALSE	0.048192771	3	25	45	6	2	2
NC_048767.1	0	FALSE	0	80	3	0	FALSE	0.0625	3	21	45	7	2	2
NC_048768.1	0	FALSE	0	99	2	1	FALSE	0.02020202	2	78	14	3	0	2
NC_048769.1	0	FALSE	0	213	8	2	FALSE	0.009389671	8	52	146	5	1	1
