vMAG_sporAMG_ID,Host_taxonomy,Host_taxonomy,Sporulating_Family?
Zuo_2017_SRR5677773_NODE_221_length_18824_cov_6.345357,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_231_length_18302_cov_9.830219,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_2_length_156362_cov_34.839169,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_314_length_15388_cov_6.864671,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_327_length_15122_cov_25.309152,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_3_length_125424_cov_162.349337,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_43_length_45308_cov_22.371379,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_551_length_10841_cov_7.179121,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_55_length_40223_cov_31.154899,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_693_length_9260_cov_6.834003,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_71_length_37264_cov_154.890725,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_724_length_8892_cov_7.013013,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677773_NODE_850_length_7931_cov_9.388903,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677774_NODE_613_length_6552_cov_14.297214,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677775_NODE_703_length_6299_cov_10.365951,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_105_length_9297_cov_4.138390,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_133_length_7517_cov_5.454838,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_14_length_40071_cov_16.112380,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_156_length_6650_cov_20.032600,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_1_length_134837_cov_24.730498,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_42_length_16781_cov_7.305991,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_5_length_73771_cov_11.964485,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677776_NODE_63_length_13039_cov_7.965111,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677777_NODE_10_length_33965_cov_592.772044,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677777_NODE_3_length_45132_cov_70.147437,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677777_NODE_5_length_42321_cov_63.015024,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677777_NODE_7_length_39640_cov_384.689327,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677778_NODE_1241_length_6153_cov_11.039521,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677778_NODE_13_length_56974_cov_302.312532,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677778_NODE_643_length_10176_cov_58.732339,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677779_NODE_1024_length_5969_cov_8.240615,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677779_NODE_13_length_42967_cov_72.390194,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677780_NODE_721_length_6960_cov_7.030847,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677781_NODE_2_length_54439_cov_152.131785,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677782_NODE_874_length_5356_cov_18.371439,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677782_NODE_938_length_5064_cov_28.925734,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677784_NODE_24_length_39324_cov_531.424788,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677784_NODE_2_length_67878_cov_205.899901,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677784_NODE_710_length_7787_cov_52.916839,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677784_NODE_779_length_7163_cov_6.417980,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677785_NODE_20_length_31555_cov_31.884317,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677785_NODE_822_length_5173_cov_4.848378,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677785_NODE_90_length_18313_cov_13.802662,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677786_NODE_136_length_12744_cov_31.379620,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677786_NODE_1_length_56129_cov_3323.512073,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677787_NODE_71_length_21593_cov_257.326446,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677787_NODE_7_length_43411_cov_45.268175,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_124_length_14790_cov_13.436172,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_13_length_40212_cov_264.538910,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_14_length_39637_cov_3083.867187,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_18_length_36571_cov_382.175622,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_227_length_11083_cov_13.432535,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_28_length_31173_cov_216.017610,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_31_length_28742_cov_19.155018,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677788_NODE_57_length_21495_cov_10.543097,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677790_NODE_348_length_13807_cov_88.225785,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677790_NODE_370_length_13465_cov_27.558911,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677791_NODE_19_length_39633_cov_317.670069,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677791_NODE_648_length_9167_cov_6.490123,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677792_NODE_1439_length_5594_cov_6.772161,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677792_NODE_388_length_10976_cov_8.951836,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677792_NODE_618_length_8795_cov_6.368078,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677793_NODE_316_length_10823_cov_273.646638,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677793_NODE_354_length_10167_cov_136.980716,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677793_NODE_8_length_50368_cov_10.660624,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_10_length_51000_cov_19.509746,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_11_length_49121_cov_19.068785,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_12_length_46909_cov_98.793102,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_130_length_14804_cov_27.111601,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_21_length_41503_cov_24.904362,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_22_length_41126_cov_479.274987,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_23_length_40427_cov_16.339022,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_272_length_9233_cov_6.154391,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_30_length_37014_cov_10.183663,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_34_length_35182_cov_156.637003,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_3_length_60198_cov_165.730127,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_45_length_31512_cov_25.493149,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677794_NODE_53_length_26103_cov_6.169840,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677795_NODE_387_length_9182_cov_11.535773,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677795_NODE_4_length_60418_cov_94.651575,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677795_NODE_8_length_48154_cov_19.396308,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677795_NODE_955_length_5057_cov_4.703119,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_102_length_21248_cov_7.289011,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_122_length_18423_cov_12.846200,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_12_length_53991_cov_30.240507,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_181_length_14124_cov_19.108679,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_197_length_13367_cov_5.261794,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_230_length_12119_cov_9.279509,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_33_length_38882_cov_13.539393,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_34_length_38838_cov_158.839620,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_35_length_38651_cov_35.765053,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_39_length_37706_cov_38.287323,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_42_length_37200_cov_461.913097,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_431_length_7604_cov_10.826600,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_485_length_7084_cov_5.726988,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_48_length_35530_cov_14.000479,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_50_length_35186_cov_23.022630,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_51_length_34955_cov_41.601032,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_58_length_30918_cov_46.047759,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_659_length_5796_cov_5.977878,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677796_NODE_9_length_57513_cov_50.534860,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677798_NODE_818_length_5632_cov_5.373319,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677799_NODE_248_length_6577_cov_5.299295,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677800_NODE_13_length_52003_cov_3999.303727,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677800_NODE_20_length_48261_cov_1019.060324,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677800_NODE_488_length_11206_cov_33.365438,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677800_NODE_95_length_28016_cov_79.075963,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677802_NODE_1_length_175069_cov_4814.635012,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677802_NODE_4_length_61818_cov_5201.187070,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677802_NODE_6_length_48607_cov_80.376339,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_110_length_8778_cov_5.192480,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_11_length_58856_cov_169.859407,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_15_length_46524_cov_2412.427941,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_18_length_44096_cov_275.030063,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_28_length_36780_cov_13.362042,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_3_length_100389_cov_517.991219,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677805_NODE_95_length_10066_cov_3.347218,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_1094_length_5140_cov_6.993904,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_11_length_47324_cov_55.429986,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_131_length_20203_cov_83.458904,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_17_length_43696_cov_167.176921,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_37_length_32301_cov_218.611611,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_3_length_57015_cov_1809.964572,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677806_NODE_821_length_6446_cov_18.211078,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677807_NODE_23_length_43165_cov_205.925447,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677807_NODE_24_length_42517_cov_2038.112430,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677807_NODE_32_length_39299_cov_76.581006,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677807_NODE_41_length_35807_cov_238.960841,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677807_NODE_98_length_26228_cov_51.817178,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677808_NODE_215_length_14195_cov_53.493777,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677809_NODE_254_length_12927_cov_6.165320,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677811_NODE_965_length_5193_cov_12.108603,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677812_NODE_9_length_43994_cov_423.710166,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677813_NODE_363_length_10275_cov_19.968395,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_166_length_15963_cov_565.188584,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_1_length_56617_cov_203.895902,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_343_length_10224_cov_447.831350,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_42_length_26829_cov_922.824830,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_5_length_45287_cov_596.182879,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_732_length_5775_cov_83.983392,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677815_NODE_99_length_19783_cov_165.994323,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677816_NODE_1065_length_6612_cov_12.361903,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677816_NODE_526_length_12044_cov_16.156727,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677816_NODE_63_length_36284_cov_71.001049,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677816_NODE_87_length_30131_cov_760.133096,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677818_NODE_309_length_6124_cov_46.690559,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677818_NODE_327_length_6018_cov_20.267818,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677818_NODE_99_length_11455_cov_22.746404,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677819_NODE_13_length_43581_cov_611.210518,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677821_NODE_1368_length_5172_cov_3.703928,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677821_NODE_997_length_6019_cov_15.659792,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677822_NODE_477_length_6171_cov_82.228254,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677822_NODE_660_length_5042_cov_3.702627,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677824_NODE_24_length_36382_cov_274.875162,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677824_NODE_405_length_7843_cov_4.907550,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677824_NODE_57_length_24080_cov_137.816067,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677824_NODE_618_length_5646_cov_16.562332,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_219_length_13855_cov_7.022899,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_290_length_11682_cov_785.813881,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_2_length_76704_cov_37.447886,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_559_length_7415_cov_7.682337,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_59_length_26603_cov_481.600648,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_659_length_6389_cov_7.573887,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_74_length_23705_cov_314.023256,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_77_length_23375_cov_53.749828,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677825_NODE_860_length_5038_cov_722.377885,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677826_NODE_1004_length_7189_cov_315.952902,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677826_NODE_1_length_111847_cov_743.527158,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677827_NODE_439_length_7639_cov_7.841113,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677828_NODE_226_length_13099_cov_11.026219,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677829_NODE_2_length_64358_cov_216.984651,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677831_NODE_606_length_6682_cov_3.690509,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677833_NODE_66_length_6369_cov_3.798226,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677833_NODE_6_length_35822_cov_11.987335,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677834_NODE_15_length_38657_cov_206.121704,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677834_NODE_249_length_11729_cov_1216.124979,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677834_NODE_529_length_7826_cov_4.217218,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677834_NODE_765_length_6123_cov_24.998682,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677835_NODE_23_length_40738_cov_274.655679,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677836_NODE_13_length_54102_cov_746.794420,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677836_NODE_37_length_40663_cov_1302.674079,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677836_NODE_616_length_9294_cov_5.362702,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_1031_length_6463_cov_26.776685,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_1057_length_6384_cov_3.643230,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_1072_length_6295_cov_4.887500,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_1305_length_5446_cov_9.432944,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_134_length_26703_cov_25.401268,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_1448_length_5064_cov_10.849072,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_24_length_56779_cov_36.642550,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_25_length_56256_cov_1234.313695,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_321_length_15158_cov_23.471430,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_461_length_11789_cov_8.612067,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_553_length_10483_cov_25.404776,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_57_length_42110_cov_44.064321,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_61_length_40814_cov_8.495940,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
Zuo_2017_SRR5677837_NODE_68_length_40205_cov_87.370984,dropped from Gregory final dataset - no info,dropped from Gregory final dataset - no info,#N/A
